album,singer,song,lyric,written_by,genre
,Beady Eye, For Anyone,"For anyone who knows,For anyone who's been,Forever in my heart,I'll see you in my dreams,For anyone who loves,For anyone who feels,I'm never giving up,Until the dream is real,I know it's gonna be alright,Forever I'll be by your side,For anyone who knows,For anyone who's been,Forever in my heart,I'll see you in my dreams,I know it's gonna be alright,Forever I'll be by your side,I know it's gonna be alright,Forever I'll be by your side,For everyone who loves,For everyone who feels,I'm never giving up,Until the dream is real,Until the dream is real,Until the dream is real,Until the dream is real
,
,
",,
,Beady Eye, Wind Up Dream,"If tonight is all we have,Then make the bed with sheets of glass,Let's take it out for one last laugh,Come on, come on,If yesterday's is all we got,We tie our bones in one big knot,Squeeze it out 'til every drop,Is all gone, all gone, come on,It's just a wind up dream, so don't wake me up,'Cause I like what I see with my eyes shut,Solid gold glints in your eye,A cheeky grin that really makes me smile,The world will want a bit,The world will want a bit,It's just a wind up dream, so don't wake me up,'Cause I like what I see with my eyes shut,It's just a wind up dream, so don't wake me up,'Cause I like what I see with my eyes shut
,
,
",,
,Beady Eye, The Roller,"You didn't know what to say,It all came at you today,Can't get out your own way,Well, hold on, hold on, hold on,I'm hiding out in the sun,I'm getting everyone done,Just me hurting no one,Here I come, here I come, here I go,Just call me the roller,I'll squeeze and unfold ya,Call me the roller,I just go to show ya,So you've been crawling through her maze,An alcohol lemon haze,I've been watching you for days, you've been out of sight,Alright, alright,I'll take you somewhere you never knew you'd be,I'll give you something you never knew you'd feel,The only thing is everything is real,Tonight, tonight, tonight,Just call me the roller,I'll squeeze and unfold ya,Call me the roller,I just go to show ya,Just call me the roller,I'll come blow you over,Call me the roller,A pleasure to know ya,I'll take you somewhere you never knew you'd be,I'll give you something you never knew you'd feel,The only thing is everything is real,Tonight, tonight, tonight,Just call me the roller,I'll squeeze and unfold ya,Call me the roller,I just go to show ya,The roller, the roller, the roller, the roller,The roller, the roller, the roller, the roller,The roller, the roller, the roller, the roller,The roller, the roller
,
,
",,
,Beady Eye, Three Ring Circus,"Didn't walk, could've run,Ain't that enough?,Feel alive out on a limb,Same way as up,I wanna be,What we as people should be,And I wanna see,What's not shown,Could've won, should've lost,And lay down and sung,Change your mind, change your line,Under my tongue,I wanna go,Where we as people should go,And I wanna know,What goes on,In this three ring circus going round (three ring circus going round),This three ring circus going round (three ring circus going round),In this three ring circus going round (three ring circus going round),This three ring circus going round (three ring circus going round),I wanna be,What we as people should be,I wanna see,What's not shown,Make it home,In this three ring circus going round (three ring circus going round),This three ring circus going round (three ring circus going round),In this three ring circus going round (three ring circus going round),This three ring circus going round (three ring circus going round)
,
,
",,
,Beady Eye, Millionaire,"Sweet Cadaqués to Figueres, a 40 minute ride,You drive it and I'll spend it, looking out my window,Sweet Salvador, the shadows painted and the light he saw,The way I see it now, so clear like diamonds on the water,Meddle with me and you meddle with yourself,For there is a higher wealth,Love me like a millionaire,Medals on your proud militia rags,You just need to know yourself,And love me like a millionaire,Her faded glamour, out of season as the ages pass,Desperate for inspiration as the months run down like rain,Sweet Salvador, I stood outside your door and saw the lighthouse,Shining in the sun the way the light shines off the water,Meddle with me and you meddle with yourself,For there is a higher wealth,Love me like a millionaire,Medals on your proud militia rags,You just need to know yourself,And love me like a millionaire,Like a lover, like a lover,Like a lover, oh,Meddle with me and you meddle with yourself,For there is a higher wealth,Love me like a millionaire,Medals on your proud militia rags,You just need to know yourself,And love me like a millionaire,Like a millionaire
,
,
",,
,Beady Eye, Kill For A Dream,"Life's too short not to forgive,You can carry regrets but they won't let you live,I'm here if you wanna call,Staring at the spot on the wall,It's a beautiful world when you know who you are,You're moving too fast in the back of a car,You're giving it another try,Staring at the deep blue sky,And you say to the driver, ""Just drive"",'Cause you've never felt so alive,We open the door,And let out the sound,All that we heard,Was a dream rebound,I'm bouncing off walls,Right here in my mind,I'd kill for a dream tonight,A looking glass heart thrown at the wall,You don't see me but I see it all,It smells so sweet but it's wrong,And everything pretty is gone,Well, here's my glass and here's one for you,'Cause these dark glasses need something to do,You're giving it another try,Staring at the deep blue sky,And you say to the driver, ""Just drive"",'Cause you've never felt so alive,We open the door,And let out the sound,All that we heard,Was a dream rebound,I'm bouncing off walls,Right here in my mind,I'd kill for a dream tonight,I'd kill for a dream tonight,I'd kill for a dream tonight,I'd kill for a dream tonight
,
,
",,
,Beady Eye, Four Letter Word,"Sleepwalk away your life if that turns you on,It's all in a moment, look away and it's gone,It's about time that your mind took a holiday,You're all grown up, don't you ever wanna play?,Ah, you've had enough,Of staring out of deadened eyes,Ah, it's gonna be tough,The battle's on and your soul is the prize,I don't know what it is I'm feeling,A four letter word really get's my meaning,Nothing ever lasts forever,Get on your feet we're going out of our minds,The wheels need to roll, the clock on the wall says it's time,Call it love, call it whatever you please,It's not what you wanted; it be might just what you need,Ah, you've had enough,It feels like you've blown a 50 amp fuse,Ah, it's gonna be tough,The more you have, the more you can loose,I don't know what it is I'm feeling,A four letter word really get's my meaning,Nothing ever lasts forever,Ah, you've had enough,Of staring out of deadened eyes,Ah, it's gonna be tough,The battle's on and your soul is the prize,I don't know what it is I'm feeling,A four letter word really get's my meaning,Nothing ever lasts forever,Nothing ever lasts forever,Nothing ever lasts forever,Nothing ever lasts forever
,
,
",,
,Baustelle, L,"Qui Disco Volante,Non temeteci,Sul Pianeta Terra cerchiamo un cuore,Per i nostri sogni,Per sfidare Dio.,Guardi, Capitano,Sui monitor: segnali di Laura dovunque,Macchie di luna e di thè.,Gioia che afferri improvvisa,in un giorno qualunque,Grazia che è estranea agli umani,Alle Fughe di Bach, alla chimica,Qui Pianeta Terra: ci sentite, voi?,Guardi, Capitano: che stelle in cielo,Tracce di Laura dovunque,Le droghe non servono,Atomi di tenerezza dei giorni qualunque,Anima estranea agli umani,Ai colori dei quark, alla musica,Tracce di Laura dovunque,Pace che torna in Iraq,Gioia che afferri improvvisa su un piccolo seno,Bambola di Modigliani,Un film di Rohmer con Anouk Aimée,Luce senza fine.
,
,
",,
,Beady Eye, Wigwam,"The chips are down, you're in the game,But win or lose, you feel the same,Another bottle in the hand,You're sick of life and its demands,You're taking off in the night,You're coming in when it's light,You make it up to the wife,You say you're wrong when it's right,You think you got me all worked out,I'll see you off you and your crowd,Another bottle takes a man,You're sick of life and its demands,Come to be where I can see,Way beyond the stars,So my friends what's it to be?,Open up your arms,(This is all, my friends),I'm coming up,I'm coming up,I'm coming up,I'm coming up,I'm coming up,I'm coming up (and here I come),I'm coming up,I'm coming up,I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up) (and here I come),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up),I'm coming up (coming, coming, coming up) (and here I come)
,
,
",,
,Beady Eye, The Morning Son,"You'll never know unless you try,You're blinded by what you idolise,I stand alone, nobody knows,The morning son has rose,He's in my mind, he's in my soul,He's even in my rock'n'roll,I stand alone, nobody knows,The morning son has rose,I'm here to show, I'll help you out,It takes a lifetime, I've worked it out,I stand alone, nobody knows,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose,So let it be and give it time,You go your way and I'll go mine,I'll stand alone, nobody knows,The morning sun has rose,You'll never know unless we try,We're blinded by what you idolise,We stand alone, nobody knows,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose,The morning son has rose
,
,
",,
,Baustelle, Antropophagus,"Alla Stazione c'è un bel sole come in altri posti,Amore mio dolcissimo c'è un verme nel caffè,Per punizione c'è l'hamburger,Ci spingiamo, abbiamo barbe, abbiamo fede,Abbiamo sputi, abbiamo buchi sul gilet,Siamo accampati sull'aiuola,La colomba morta vola,C'è una rissa, bottigliate in faccia,Vuoti a perdere, guardiamo i treni,e gli areroplani, russi e lituani,Ci scambiamo la Peroni e un po'di tonno in scatola,Abbiamo il sushi, abbiamo il vino,Spezziamo il pane e la schiena al cane,There is no sushi, no Corso Como,Ci piace l'Uomo, non c'è sindacato,Non c'è stato mai nessuno,che mi ha amato tanto come questa notte,Muoio. Ho fame, amore mio.,Dice il governo che è passato ormai l'inferno,E ti ho sposato. Qui, fra i topi neri e i fiori,Il cranio ti ho baciato,Alla stazione c'è un bel niente,come in altri mondi che sono possibili,Per me, per te, per chi altro arriverà,Perciò pranziamo e poi pisciamo,contro i muri di Milano,Controvento ci sposiamo,Oggi si vola, oggi si va,Mangiamo a pezzi i nostri figli,E qualche avanzo lo incartiamo,dentro un foglio di giornale,Prima o poi ci servirà,Amiamo l'Uomo e il suo sapore,I signori e le signore,Il loro eterno roteare,Come agnello nel kebab,Abbiamo il sushi, abbiamo il vino,Spezziamo il pane e la schiena al cane,There is no sushi, no Corso Como,Ci piace l'Uomo, non c'è sindacato,Non c'è stato mai nessuno,che mi ha amato tanto come questa notte,Muoio. Ho fame, amore mio.,Dice il governo che è passato ormai l'inferno,E ti ho sposato. Qui, fra i topi neri e i fiori,Il cranio ti ho mangiato.
,
,
",,
,Baustelle, L'aeroplano,"Che cosa resta di noi che scopiamo nel parcheggio,Cosa resta di noi: un rottame di Volksvagen,Il ricordo, si sa, trasfigura la realtà,La verità se ne sta sulle stelle più lontane,Ci rimane una città, un lavoro sempre uguale,Una canzone che fa sottofondo all'Indecifrabile.,Cosa rimane di noi, ragazzini e ragazzine,La domenica dentro le chiese,ad ascoltare la parola di Dio.,Il futuro era una nave tutta d'oro,che noi pregavamo ci portasse via lontano,Cosa rimane di noi,Ora che ci siamo amati ed odiati e traditi,E non c'è più limite,Sfreccia in cielo un aeroplano,Io ti amo e non ti penso mai,Penso a quello che ci resta,Vola l'aeroplano, Va lontano,Vola su Baghdad,Noi voliamo invano,Che cosa resta degli anni passati ad adorarti,Cosa resta di me,delle bocche che ho baciato in discoteca,Che cosa ne è della nostra relazione,Stupidi noi che piangiamo disperati,Che cosa resta dei sogni che avevamo nella testa,La nostra esperienza a che cosa servirà,Sfreccia in cielo un aeroplano,Io ti amo e non ti penso mai,Penso a quello che ci resta,Vola l'aeroplano, Va lontano,Vola su Baghdad,Noi voliamo invano
,
,
",,
,Beady Eye, Beatles And Stones,"Well, it beats me, mama,I just wanna rock 'n' roll,Well, it beats me, mama,I just wanna rock 'n' roll,I'm gonna stand the test of time,Like Beatles and Stones,Well, it freaks them, mama,I'm not doing what I'm told,Well, it freaks them, mama,You know I can't be bought and sold,I'm gonna stand the test of time,Like Beatles and Stones,I'm on my way home,Just to get back what's mine,And when I get home,Well, I'll be alright,Well, it beats me, mama,I just wanna rock 'n' roll,Well, it beats me, mama,I just wanna rock 'n' roll,I'm gonna stand the test of time,Like Beatles and Stones,I'm on my way home,To get back what's mine,And when I get home,Well, I'll be alright,What's that you say?,Get out the way,What's that you say?,Get out the way
,
,
",,
,Beady Eye, Bring The Light,"I bring the light, you get to see,You bring the love, it's ecstasy,I see no point in what you're thinking,I'm going out, I'm taking you drinking,I get the call, you get hung up,I'm standing tall, well, fucking tough,It's just your way, you hear me wrong,I hear you say you're getting up, getting up,Baby, hold on, baby, come on,Baby, come on,You're gettin' up, gettin' up,Baby, hold on, baby, come on,Baby come on,You're gettin' up, gettin' up,I bring the light, you get to see,You bring the love, it's ecstasy,I see no point in what you're thinking,I'm going out, I'm taking you drinking,I'm coming in, you're coming out,I'm coming up, you're coming down,It's just your way, you did me wrong,I hear you say you're gettin' up, gettin' up,Baby, hold on, baby, come on,Baby, come on,You're gettin' up, gettin' up,Baby, hold on, baby, come on,Baby, come on,You're gettin' up, gettin' up,Baby, come on (baby, come on),Baby, come on (baby, come on),Baby, come on (baby, come on),Baby, come on, come on, come on, come on,Come on, come on, come on, come on,Come on, come on, come on, come on,Come on, come on, come on, come on,Come on, come on, come on,(Baby, come on),Baby, come on (baby, come on),Baby, come on (baby, come on),Well, baby come on (baby come on),Well, baby, come on (baby, come on),Baby, come on, come on, come on, come on,Come on, come on, come on, come on,Come on, come on, come on, come on,Come on, come on (come on, come on),Baby, come on (baby, come on),Baby, come on (baby, come on),Baby, come on
,
,
",,
,Baustelle, Il Liberismo Ha I Giorni Contati,"E' difficile ,resistere al Mercato, amore mio. ,Di conseguenza andiamo in cerca di,rivoluzioni e vena artistica. ,Per questo le avanguardie erano ok, ,almeno fino al '66. ,Ma ormai la fine va da sé. ,E' inevitabile. ,Anna pensa di soccombere al Mercato. ,Non lo sa perché si è laureata. ,Anni fa credeva nella lotta, ,adesso sta paralizzata in strada. ,Finge di essere morta. ,Scrive con lo spray ,sui muri ,che la catastrofe ,è inevitabile.,Vede la Fine.,In metropolitana.,Nella puttana ,che le si siede a fianco. ,Nel tizio stanco. ,Nella sua borsa di Dior. ,Legge la Fine. ,Nei sacchi dei cinesi. ,Nei giorni spesi al centro commerciale. ,Nel sesso orale. ,Nel suo non eccitarla più. ,Vede la Fine in me che vendo ,dischi in questo modo orrendo. ,Vede i titoli di coda ,nella Casa e nella Libertà. ,E' difficile resistere al Mercato, ,Anna lo sa. ,Un tempo aveva un sogno stupido: ,un nucleo armato terroristico. ,Adesso è un corpo fragile che sa ,d'essere morto e sogna l'Africa.,Strafatta, ,compone poesie ,sulla Catastrofe.,Vede la Fine. ,In metropolitana. ,Nella puttana ,che le si siede a fianco. ,Nel tizio stanco. ,Nella sua borsa di Dior. ,Muore il Mercato. ,Per autoconsunzione. ,Non è peccato. ,E non è Marx & Engels. ,E' l'estinzione. ,E' un ragazzino in agonia. ,Vede la Fine in me che spendo ,soldi e tempo in un Nintendo ,dentro il bar della stazione ,e da anni non la chiamo più.
,
,
",,
,"Beatsteaks,Fu Manchu", Frieda und die Bomben,"Eine kleine Stadt,Die Häuser viel zu klein,Und bis oben hin voll gestopft mit Träumen und mit Hoffnungskram,Auf der zu kleinen Straße,Vor dem Gartentor,Steht ein kleines Scheißauto,Und das ist nicht von dir!,Wollen wir das na, na?,Wollen wir das?,Alter Mann liebt Frieden,Junge Frau liebt Tanz,Und ein Junge fegt den Flur, weil er das am besten kann,Seine Hände greifen,Nach einem Blatt Papier,Und er liest im Ausguss dann,Was er verpassen wird,Wollen wir das, na na?,Wollen wir das, na na?,Mensch, stolpern sieht ja klasse aus!,Durch so'nen Helm kommt ja gar nichts durch,Falle für alle!,Mensch, stolpern sieht ja klasse aus!,Freunde hebt die Köpfe,Wischt die Kotze weg,Das meiste hat doch schon,So'n Scheißhund aufgeleckt,Was wurde gewonn',Außer Mittagsschmerz,Was für dich alles ist,Ist nichts, nichts, nichts, nichts, nichts,Wollen wir das, na na?,Wollen wir das, na na?,Mensch, stolpern sieht ja klasse aus!,Durch so 'nen Helm kommt ja gar nichts durch,Falle für alle!,Mensch, stolpern sieht ja klasse aus!,Wollen wir das?,Wollen wir das?
,
,
",,
,"Beatsteaks,Die Toten Hosen", Hand in Hand,"She follows me down to where I go,She comes in a cloud but she don't know,She walks in a haze,Do we get up before it ever gets too late?,Hand in hand we walk on down,The alley and our common ground,We walk in a haze,Do we pass out,Before we ever know it's on?,She ain't never gonna get wise,She ain't never gonna get wise,She ain't never gonna get wise,And I feel better with my hands tied,She ain't never gonna get wise,She ain't never gonna get wise,She ain't never gonna get wise,And I feel better with my hands tied,She follows me down to where I go,Not pulling a chain not feeling low,Don't wake me up, I can't relate,To any other song today,Hand in hand we walk along,The alley and our common ground,I walk in a haze,Why should I care?,I'm waiting out the days go anywhere,She ain't never gonna get wise,She ain't never gonna get wise,She ain't never gonna get wise,And I feel better with my hands tied,She ain't never gonna get wise,She ain't never gonna get wise,She ain't never gonna get wise,And I feel better with my hands tied
,
,
",,
,Beatsteaks, Let Me In,"Everytime we talk it through it doesn't get us anywhere,Everytime we talk we lose we're getting nowhere,Think about all that you feel,Think about all that you give,Think about all that we get,So let me in, we'll sort it out,So let me in, I know your doubts,But let me in, don't leave me out,So let me in,Everytime we look at things it never seems to measure up,Everytime we tore it down we lost so much,Think about all that I feel,Think about all that I give,Think about all that we've got,So let me in, we'll sort it out,So let me in, I know your doubts,But let me in, don't leave me out,So let me in,So let me in, we'll sort it out,So let me in, I know your doubts,But let me in, don't leave me out,So let me in
,
,
",,
,Baustelle, Charlie fa surf,"Vorrei morire a questa età,vorrei star fermo mentre il mondo va,ho quindic'anni,Programmo la mia drum-machine,e suono la chitarra elettrica,vi spacco il culo,è questione d'equilibrio,non è mica facile,Charlie fa surf, quanta roba si fa,M D M A,ma le mani chiodate se,Charlie fa skate, non abbiate pietà,crocifiggietelo, sfiguratelo in volto,con la mazza da golf,alleluja alleluja,Mi piace il metal, r'n'b,ho scaricato tonnelate di,filmati porno,e vado in chiesa e faccio sport,prendo pastiglie che contengono,paroxetina,Io non voglio crescere,andate a farvi fottere,Charlie fa surf, quanta roba si fa,M D M A,ma le mani chiodate da,un mondo di grandi e di preti fa skate,non abbiate pietà,una mazza da baseball,quanto bene gli fa,alleluja alleluja
,
,
",,
,Baustelle, Baudelaire,"Satana all'inferno per te,Ed è più moderno di te,Avremo divani fondi come tombe,Stando a quanto dice Baudelaire,Cristo muore in croce per me,Pietro brucia in croce per te,Santa è la bellezza,Tanta è la paura,Fai come faceva Baudelaire,Pasolini è morto per te,Morto a bastonate per te,Nello stesso istante,In qualche altra spiaggia,Si è fatto l'amore,Uniti contro il mondo,E' necessario credere,Bisogna scrivere,Verso l'ignoto tendere,Ricordati Baudelaire,Caravaggio è morto per te,Luigi Tenco è morto per te,Nei fiori dei campi,Vive Piero Ciampi,Bisogna studiare Baudelaire,Saffo s'è ammazzata per noi,Socrate suicida per noi,Vivere per sempre,Ci vuole coraggio,Datti al giardinaggio dei fiori del male,E' necessario vivere,Bisogna scrivere,All'infinito tendere,Ricordati Baudelaire. Baudelaire. Yeah.
,
,
",,
,Beatsteaks, I Never Was,"I never was an astronaut,I never was a plumber,I never was a Beastie Boy,And it doesn't really matter,If there's a resurrection,I don't need to be saved,And if we meet in heaven,I'd love to see the place,Blame it on biology,What am I supposed to be?,I never was an acrobat,I'll always be a dancer,The questions rain like cannonballs,Wish I had all the answers,Here it comes,Let it grow,Blame it on biology,What am I supposed to be?,Here it comes,Let it grow,I never was an astronaut,I wish I was a drummer,Blame it on biology,What am I supposed to be?
,
,
",,
,Baustelle,E così sia," ,
,
,
",,
,Beatsteaks, Hello Joe,"Hello hello Joe,It all went wrong but I know I'm not alone,Play this tune all over the town,Hello hello Joe,I keep on strumming and I know I'll get it done,Cause I'm not the only one,I got it playing on my stereo,I never ever gonna let it go,And I try to sing along,And I know I can't go wrong,Hello hello Joe,I'd like to have advice but you won't tell,I strain my ears to STRAIGHT TO HELL,Down in London town,In these times of war,You won't raise your voice no more,It's still playing on my stereo,I never ever gonna let it go,And I try to sing along,And I know I can't go wrong,Hello hello Joe,I am not the only one,I am not the only,I am not the only one,It's not over it's just begun,I try to sing along,I got it playing on my stereo,I never ever gonna let it go,Hello hello Joe,Hello hello Joe
,
,
",,
,Beatsteaks, Gentleman of the Year,"Get in where you fit in,Get in where you're feelin',Get in where you fit in,But don't get caught,I am more wine and roses,And crystal clear,It's just smoke in mirrors,Around here,Nananana...,Keep on rowing high,When you feel so alive,Just take and fly,Wait for this moment to arrive,And you're crazy if you wanna be mine,Too careful if you wanna be sure,You're everything money can buying,When he is here:,The Gentleman of the year,Get in where you fit in,Get back your feeling,Get in where you fit in,But don't get lost,In foreign places ,Bad times for god,Just go on dancing 'til the music stops,Nanana...,Keep on rowing high ,When you feel so alive,Just take and fight ,Wait for this moment to arrive,And you're crazy if you wanna be mine,Too careful if you wanna be sure,You're everything money can buying,When he is here:,The Gentleman of the year,The Gentleman of the year,(Gentlemen, gentlemen),The Gentlemen of the year.,(Gentlemen, gentlemen, gentlemen...),Let me go from here,(Where did we go wrong?,(Where did we go wrong?,(Where did we go wrong?,(Where did we go wrong?,Don't get caught,And don't get caught!,Don't get caught,And don't get caught!,Don't get...
,
,
",,
,"Beatsteaks,Birger Heymann", Hey Du,"Hey, hey du, hey du,Hör mir mal, hör mir mal zu!,Ick will dir mal wat erzähln von mir,Dit hab ick noch nie jemacht, außer bei dir,Vielleicht bringt et ja wat,Ick kenn' dir ja nich,Ick seh nur wie traurig du bist!,Aber deine Trauer wird vorbeigehn,Dit weeß ick, dit kann ick dir ansehn,Bald wirst du wieder stolz und glücklich sein,Denn du bist schön, sogar schön, auch wenn du weinst!,Ick war schon immer son Warzenschwein,Voll Pickel, schwitzig, zu fett, und zu klein,Nen Trampel, halb blind, verbiestert und baff,Und ick hab ja auch nichmal die 9te jeschafft,Meene Mutter, die säuft, ihr größtes Unglück war ick,Ick hasse die so wie die mich!,Aber deine Trauer wird vorbeigehn,Dit weeß ick, dit kann ick dir ansehn,Bald wirst du wieder stolz und glücklich sein,Denn du bist schön, sogar schön, auch wenn du weinst!,Du bist schön, so schön, auch wenn du weinst,Ick hab keene Oma, die et jut mit mir meint,Keene Ratte, keen Hund, keen Freund,Meene Zukunft is en ekliger endloser Schacht,Voll Glibber un Modder, schwarz wie die Nacht,Wie jut, dit mir manchmal son Engel erscheint,Wie du,Und für mich weint
,
,
",,
,Beatsteaks, Everything Went Black,"Hello!,Her name was Rita the whore,La vida loca for sure,She knocked 'em out of the park,Streetwalking holes in her shoes,Another sip of the booze,And everything went black,His name was Norman OG,Don't you come crying to me,The day that changed his life,He married Rita the whore,La vida loca no more,He said be back in no time,Calls for a cigarette,As good as it can get,And kill some time,It's never coming back,Forward to Mary and Steve,Just turning twenty and free,She really liked his style,Attracted over the moon,They got together and soon,She was expecting a child,Calls for a cigarette,As good as it can get,And kill some time,It's never coming back,Calls for a cigarette,So don't you wanna bet,And kill some time,Calls for a cigarette,As good as it can get,And kill some time,It's never coming back,She caught an evil disease,It broke her down to her knees,Eventually took her life,And when Steve heard the news,Took out the doctor she used,And left the scene with a smile,And left the scene with a smile,Calls for a cigarette,As good as it can get,And kill some time,It's never coming back,It's never coming back,It's never coming back,It's never coming back
,
,
",,
,Beatsteaks, Make A Wish,"Go home,Turn off the radar,Let all the noise die out now,You've been waiting for this day to come,With the wrong people getting involved,You're hung up so c'mon grow up cause it's on,Charming as ever,And the gras is always green,Charming as ever,With your mind somewhere between,Stay home,Watch the rain now,Ride along with temptation,You've been waiting for this day to come,I put a note outside your door,To remind you it's tough when enough is enough,Charming as ever,And the gras is always green,Charming as ever,As the rain washes away,Leave home if you got one,You've been holed away so long,Waiting for this day to come,Tell me what you're searching for,You walk out then turn back,For things you want but cannot get,Charming as ever,And the gras is always green,Charming as ever,With your mind somewhere between,Charming as ever,As the rain washes out,Make a wish,Make a wish,Make a wish,Make a wish
,
,
",,
,Beatsteaks, Wicked Witch,"Wicked Witch,I can drink you under,Any goddamn table you want,What used to be romantic,and what I took for granted,You can have it all,What more could you be asking for,When you can have it all,You can have it all,You can have it all,You can have it all,A drowning man takes down those nearest,I take you down too if you even existed,Together forever,Together forever,What used to be romantic,and what I took for granted,You can have it all,What more could you be asking for,When you can have it all,You can have it all,You can have it all,You can have it all,Wicked Witch
,
,
",,
,Beatsteaks, Summer,"We burned the summer down,There's dust when we're around,It's done this afternoon,We came right back from moon,We paint the town red,To see what we will get,Don't care about the past,Today we'll make it last,We came around,Breaking up the silence that we've found,And I'm alive ,I'm alive,There ain't no place to stay,So watch our tailights fade,The way it's said and done,It leads to where I'm bound,We came around,Breaking up the silence that we've found,And I'm alive ,I'm alive,We burned the summer down,There's dust when we're around,It's done this afternoon,We came right back from moon,We came around,Breaking up the silence that we've found,And I'm alive ,I'm alive,I'm alive,I'm alive
,
,
",,
,Beatsteaks, I Don't Care As Long As You Sing,"And I don't care as long as you sing,And I don't care as long as we swing,And I don't care as long as you sing,I get everything right and I want you too,I get everything right, I'm not playing rude,I get everything right, get up and swing,You make me sing,So here we go it doesn't pay it won't protect me no more,When I get up I break it down I'll double back and for sure,I go back to zero,Get up!,I swallow a lot ,If the pressure is up ,And the feeling I've got ,Is I'm not gonna stop ,We are back in the early morning,Back in the early morning,So here we go it doesn't pay it won't protect me no more,When I get up I break it down I'll double back and for sure,I go back to zero,So here we go it doesn't pay it won't protect me no more,When I get up I break it down I'll double back and for sure,I go back to zero,And I don't care as long as you sing,And I don't care as long as we swing,And I don't care as long as you sing,Get up!,So here we go it doesn't pay it won't protect me no more,When I get up I break it down I'll double back and for sure,I go back to zero,So here we go it doesn't pay it won't protect me no more,When I get up I break it down I'll double back and for sure,I go back to zero,I get everything right and I want you too,I get everything right, I'm not playing rude,I get everything right, get up and swing
,
,
",,
,Baustelle, Colombo,"Siamo architetti ricchi di Bel Air. ,E vecchie dive del noir. ,Abbiamo ville. Abbiamo cadillac. ,Ed uccidiamo per soldi come te. ,Puoi controllare i nostri alibi. ,Siamo eleganti e sereni. ,Siamo avvocati rispettabili. ,E ci inchiniamo al denaro come te. ,Ci annoiamo. Abbiamo mogli e amanti. Abbiamo tanti amici. ,A guardarli bene, tutti vermi che siamo costretti a eliminare. ,La logica spietata del profitto o chissà cosa ci ,fa figli dell'Impero Culturale Occidentale. ,Meno male che qualcuno o che qualcosa ci punisce. ,Arriva un investigatore. Ci deduce l'anima. ,La nostra cognizione del dolore illumina. ,Siamo scrittori in crisi a Beverly Hills. ,E siamo John Cassavetes. ,Siamo i dentisti di Los Angeles. ,Ed adoriamo il potere come te. ,Prepariamo le aragoste per chi viene a colazione. ,Prepariamo piani misteriosi. Appena ne cogliamo l'occasione. ,La logica spietata del profitto o chissà cosa ci ,fa figli dell'Impero Culturale Occidentale. ,Meno male che qualcuno o che qualcosa ci punisce. ,Arriva un investigatore. Ci deduce l'anima. ,La nostra cognizione del dolore illumina.
,
,
",,
,Beatsteaks, DNA,"These streets are mine,The city walls,Will keep us warm,Not far behind,We have erverything to get along,Celebrate,We got the cure, we got the remedy,I wouldn't want it any other way,Rip it up, c'mon, c'mon, c'mon,So far away,It's just like any other day,What happens here,Those dicks will talk about for years,Celebrate,We got the cure, we got the DNA,I wouldn't want it any other way,Rip it up, c'mon, c'mon, c'mon,Ah,Bring it Back,Hey Hey Hey Hey Hey Hey Hey Hey Hey,These streets are ours now,These streets are ours now,Celebrate,We got the cure, we got the remedy,I wouldn't want it any other way,Rip it up, c'mon, c'mon, c'mon
,
,
",,
