album,singer,song,lyric,written_by,genre
,Paula Toller, If You Won't,"Nobody ever stays someplace for long,Everyone leaves at the end of the song,But I won´t if you won´t,I won´t if you won´t,I won´t if you won´t,If you won´t go,Wanting to know the thing that we don´t know,Wanting to own the thing that we don´t own,But I won´t if you won´t,I won´t if you won´t,I won´t if you won´t,If you won´t go
,
,
",,
,Paula Toller, Eu Quero Ir Pra Rua,"Eu vou à cidade hoje à tarde,Tomar um chá de realidade e aventura,Porque eu quero ir pra rua,Eu quero ir pra rua,Tomar a rua,Não mais,Não mais aquela paúra,De ser encarcerada pra ficar segura,Já cansei de me trancar,Vou me atirar,Já cansei de me prender,Quero aparecer,Aparecer, aparecer,Eu sou da cidade e a cidade é minha,Na contramão do surto de agorafobia,Agora eu quero ir pra rua,Porque eu quero, quero ir pra rua,Levar,A dura de cada dia,Sair da minha laia, chegar na sua,Eu vou à cidade sem compromisso,Tomar um chá, um chá de sumiço no olho da rua,Porque eu quero ir pra rua,Eu só quero ir pra rua,Olhar a rua,Tomar, bem que se podia, ar fresco,Topar Banksy a pintar afrescos,Já cansei de me trancar,Vou me atirar,Já cansei de me prender,Quero aparecer,Aparecer, aparecer, desaparecer ...
,
,
",,
,Paula Toller, All Over,"You won't tear your soul apart,from youself,Y'turn me into a prision cell,to lock away your despair,It used to be so easy to pull me strings,but now I need to move on,Throw away your predation dreams,and keep the leftovers,It's all over now,I said it's all over now,I just don't know how,to get back to you,I could've been just anywhere,but I stood by you,And every step that I took, a bare,shortcut to find you,For the unforgettable to reset,,you know that you better,""The Unforgettable"" forget,Even leftovers,You won't tear you soul apart,and start,Go ahead, find another soul,It's all so over know
,
,
",,
,Paula Toller, Tudo Se Perdeu,"Era somente transar no celular,Era só a gente adorar se isolar,Era não ter medo de se machucar,Meu Deus, olha o que me aconteceu,Tudo se perdeu,Tudo desandou,Agora não vai mais emendar,O que se quebrou,Caio com Mayza na fossa em francês,Ninguém mais aguenta drum´n bossa em inglês,Vê se se toca que amanhã é 23,Meu Deus, olha o que você me fez,E olha o que me aconteceu,Tudo se perdeu,Tudo desandou,Agora não vai mais emendar,O que se quebrou,Tudo se perdeu,Agora não vai mais emendar,O que se quebrou,Agora não vou mais te encontrar,Tudo se acabou
,
,
",,
,Paula Toller, Um Primeiro Beijo,"Um primeiro beijo,Se acontecesse,Se a gente se encontrasse,Como ia ser?,Como saber?,Antes de nos conhecer,Quiçá beijar,Pensar em beijo,Pra confessar,Nem ao menos sei seu nome,Nem ao menos sei seu nome,Mas foi só um sonho,Sem o lado avesso,De outros primeiros beijos,Foi tão romântico,Nós nos beijando no espelho,Nós nos beijando,Foi tão romântico,De outros primeiros beijos,Sem o avesso,Mas foi só um sonho,Nem ao menos sei seu nome,Nem ao menos sei seu nome,Pra confessar,Pensar em beijo,Quiçá beijar,Antes de nos conhecer,Como saber?,Como ia ser?,Se a gente se encontrasse,Se acontecesse,Um primeiro beijo
,
,
",,
,Pedro Abrunhosa,Pontes Entre Nós,"Eu tenho o tempo,,Tu tens o chão,,Tens as palavras,Entre a luz e a escuridão.,Eu tenho a noite,,E tu tens a dor,,Tens o silêncio,Que por dentro sei de cor.,E eu, e tu,,Perdidos e sós,,Amantes distantes,,Que nunca caiam as pontes entre nós.,Eu tenho o medo,,Tu tens a paz,,Tens a loucura,Que a manhã ainda te traz.,Eu tenho a terra,,Tu tens as mãos,,Tens o desejo,Que bata em nós um coração.,E eu, e tu,,Perdidos e sós,,Amantes distantes,,Que nunca caiam as pontes entre nós.
,
,
",,
,Pedro Abrunhosa, Rei Do Bairro Alto,"Vou de costas mas vou indo,,Onde há quem desça eu vou subindo,,O meu casaco de pele,,O meu Porsche vermelho,,Se eu puxar de papel,Já não me sinto tão velho.,Hum, estou bem!,Se os outros vão eu vou também,,Gosto que me vejam,O decote em janela,,Aprendi esta pose,,Já tenho um pé na novela.,Olha bem pr'a mim,,Já viste alguém assim?,Não há ninguém tão bom,E nada me vai deter,,Vou dar o salto,,Vou ser o Rei do Bairro Alto!,Vou dar o salto,,Vou ser o Rei do Bairro Alto!,Entro de lado no Porto inteiro,,Conheço o dono e o porteiro.,Tenho um vestido de malha,,E um olhar que não falha,,Vi na revista do cabeleireiro.,Hum, vou a pé!,Levo a guitarra e o djambé,,Se há coisa que me oprime,É não ter um Moleskine,,Filosofia de rodapé.,Olha bem pr'a mim,,Já viste alguém assim?,Não há ninguém tão bom,E nada me vai deter,,Vou dar o salto,,Vou ser o Rei do Bairro Alto!,Vou dar o salto,,Vou ser o Rei do Bairro Alto!,Ah, espelho meu!,Eu na terra e o sol no céu,,Vou dormir ao som da fama,,Este país é por mim que chama.,Vou dar o salto,,Vou ser o Rei do Bairro Alto!,Vou dar o salto,,Vou ser o Rei do Bairro Alto!
,
,
",,
,Pedro Abrunhosa, Entre A Espada E A Parede,"Estás tão perdido agora,,Tens um caminho mas preferes estar fora,Parecia fácil mas os dias não têm rede,,Diz como te sentes entre a espada e a parede.,Entre a espada e a parede.,Um dia o céu,,Noutro dia o chão,,Dizes para ti: ""Melhores dias virão"".,Um shot, dois shots, nada mata a sede,,Então como te sentes entre a espada e a parede.,Perdeste o tempo de voltar atrás,,Sabes de cor como isso se faz,,Deixas o corpo onde o amor se perde,,E tens tanto à aprender,Entre a espada e a parede,Entre a espada e a parede,É onde o corpo mata a sede,,Entre a espada e a parede.,Uma sala cheia de paredes vazias,,E uivam sirenes, mas isso já não ouvias.,O asfalto grita alto um nome que te persegue,,Diz como te sentes entre a espada e a parede.,Repetes cantigas, tropeças passos de dança,,Apagas o cigarro enquanto a rua balança,,E pedes a alguém que te ame, que te leve,,Então como te sentes entre a espada e a parede.,Perdeste o tempo de voltar atrás,,Sabes de cor como isso se faz,,Deixas o corpo onde o amor se perde,,E tens tanto à aprender,Entre a espada e a parede,Entre a espada e a parede,É onde o corpo mata a sede,,Entre a espada e a parede.,Não conheces quem te abraça,Nem quem te escava o chão,,E tanta gente em fuga a esconder a solidão.,Hoje vais voar na noite como a tua alma pede,,Então como te sentes entre a espada e a parede.,Entre a espada e a parede,Entre a espada e a parede,É onde o corpo mata a sede,Entre a espada e a paredeEntre a espada e a parede,É onde o corpo mata a sede,É onde a vida se perde,Entre a espada e a parede,Ainda sabes o teu nome,É onde o corpo mata a sede,Onde a estrada se perde,É entre a espada e a parede,Onde o corpo mata a sede...
,
,
",,
,Pedro Abrunhosa, Lobo No Luar,"Passo a passo vou seguro,,Contra a cadência do dia,,No espelho o teu futuro,Sem sombra de fantasia.,Caio só aos pés da cama,Atiro o teu nome ao vento,,Que noite em que não se ama,Torna o meu amor sedento.,Esconde o teu olhar,Não me cruzes o caminho,Como um lobo no luar,Quero acordar sozinho,E digo... Oh oh oh,Como um lobo no luar... (bis),É de alva a tua pele,,É de prata o teu silêncio,,Rasga, sê cruel,,Dá-me aquilo em que eu te penso.,Sou fera, sou fraco,,Sente esta mão de fogo,,Que dia em que não ataco,É dia em que não sou lobo.,Esconde o teu olhar,Não me cruzes o caminho,Como um lobo no luar,Quero acordar sozinho,E digo... Oh oh oh,Como um lobo no luar
,
,
",,
,Pedro Abrunhosa,Pode O Céu Ser Tão Longe,"Vesti a luz do teu nome,E chamei-te pela noite,,Entraste no meu sono,Como o luar entra na fonte.,Trazes estórias e proezas,Dizes que tens tanto pr'a me dar,,Deixas sombras, incertezas,,E partes sem nunca me levar.,E de repente,Um mar sozinho,,Ninguém na margem,Ninguém no caminho,,Tão frio.,E o teu beijo,Mata-me a distância,,Ninguém tão perto,Pode o que o beijo alcança,,E o meu corpo chora,Quando o teu vai embora,,Porque o teu mundo,É tão longe,,Tão longe,,Pode o céu ser tão longe.,Tão longe,,Tão longe,,Se a tua voz vive em mim.Há um deserto que fica,,Sou um capitão sem barco,,E quando vens pela bruma,Acendem-se estrelas no quarto.,E dizes:,""Trago a luz das sereias,,Trago o canto da tempestade"".,E como o vento na areia,Deitas-te em mim feita metade.,E de repente,Um mar sozinho,,Ninguém na margem,Ninguém no caminho,,Tão frio.,E o teu beijo,Mata-me a distância,Ninguém tão perto,Pode o que o beijo alcança,,E o meu corpo chora,Quando o teu vai embora,,Porque o teu mundo,É tão longe,,Tão longe,Pode o céu ser tão longe.,Tão longe,,Tão longe,Se a tua voz vive em mim.
,
,
",,
,Pedro Abrunhosa, Quem Me Leva Os Meus Fantasmas,"Aquele era o tempo,Em que as mãos se fechavam,E nas noites brilhantes as palavras voavam,,Eu via que o céu me nascia dos dedos,E a Ursa Maior eram ferros acesos.,Marinheiros perdidos em portos distantes,,Em bares escondidos,,Em sonhos gigantes.,E a cidade vazia,,Da cor do asfalto,,E alguém me pedia que cantasse mais alto.,Quem me leva os meus fantasmas,,Quem me salva desta espada,,Quem me diz onde é a estrada?,Aquele era o tempo,Em que as sombras se abriam,,Em que homens negavam,O que outros erguiam.,E eu bebia da vida em goles pequenos,,Tropeçava no riso, abraçava venenos.,De costas voltadas não se vê o futuro,Nem o rumo da bala,Nem a falha no muro.,E alguém me gritava,Com voz de profeta,Que o caminho se faz,Entre o alvo e a seta.,Quem leva os meus fantasmas,,Quem me salva desta espada,,Quem me diz onde é a estrada?,De que serve ter o mapa,Se o fim está traçado,,De que serve a terra à vista,Se o barco está parado,,De que serve ter a chave,Se a porta está aberta,,De que servem as palavras,Se a casa está deserta?,Quem me leva os meus fantasmas,,Quem me salva desta espada,,Quem me diz onde é a estrada?
,
,
",,
,Pedro Abrunhosa,É Sempre Tarde Demais,"Se um dia,O chão te disser,Que os teus passos,Penetram as sombras,Da sorte,,E os néons,Crepitam palavras,Em vãos de escada,Onde fintas a morte,,(Então) mil carros atravessam a tua vida,E a tua alma, que é de luz,,Foge das mãos,,Esconde-se em ""Não's"",Que o teu preço seduz.,É tempo de fechares os olhos,É tempo de pensares em ti,É tempo de fechares os olhos,É tempo de pensares em ti,E cada dia é um dia a mais para o céu,E para ti é sempre,Tarde demais,Tarde demais...,Tarde demais,Tarde demais...,Se uma noite,O fim te chegar,Na calada de um beijo,Tardio,,E os faróis,De um carro de prata,Te perderem na mata,Ou na bruma do cio,,Vais querer voltar ao princípio,Mas afinal só se nasce uma vez,E essa vez morreu.,E depois é tudo assim,,Um pouco louco,,Distante, constante,Essa dor, essa cor,,Que a vida te deu.,É tempo de fechares os olhos,É tempo de pensares em ti,É tempo de fechares os olhos,É tempo de pensares em ti,E cada dia é um dia a mais para o céu,E para ti é sempre,Tarde demais,Tarde demais...,Tarde demais,Tarde demais...,É cedo demais
,
,
",,
,Pedro Abrunhosa, Dealer E Dilema,"Tenho um quadrado de cimento em que me deito,,Não há lugar para um futuro tão estreito,,Sigo o asfalto, lá do alto do meu prédio,Tenho pr'a mim que a tentação não tem remédio.,E se me mato, se me trato em directo,,Abro o jornal, qualquer canal, sou predilecto,,E na TV, no DVD, fazem-me estrela,,Ontem ninguém, hoje, quem sabe, uma novela.,Tanto barulho, tanto engulho no deserto,,Está aqui escrito que este plano bate certo,,Mato o juíz, mato a perdiz, mato o sobreiro,Com um só tiro, mas um tiro bem certeiro.,Diz quanto custa à minha custa o teu perdão,,Um carro novo com motor de foguetão,,Uma vivenda, uma merenda a vida inteira,Fazer Domingo de Segunda a Sexta-feira.,Eu não sei onde é a saída,,Se é no beco ou na avenida.,Ai, País, País é um problema, vive,Entre o dealer e o dilema,,Entre a sesta e o sistema.,Entre o dealer e o dilema,Entre a sesta e o sistema.,Tenho um petardo lá na cave do anexo,,Vem nos jornais que sou um gajo complexo,,No futebol talvez o leve pr'a tribuna,,Não há lugar onde o país mais se desuna.,Sou visionário ao contrário do que se pensa,,Ter tantos cargos faz a vida tão intensa,,Entre a medalha, e a canalha nunca vai,,Se é de madeira esta cadeira um dia cai.,Tenho a certeza que à mesa sou honesto,,Um envelope no decote compra o resto,,Um escadote pra subir até ao fundo,,Lugar cativo lá no céu do outro mundo.,Quero uma estátua de prata à minha porta,,Que a redenção é coisa que não me importa,,Quero um cavalo, quero um trono onde me sente,Se não for rei, porque não ser presidente?,Eu não sei onde é a saída,,Se é no beco ou na avenida.,Ai, País, País é um problema, vive,Entre o Dealer e o dilema,,Entre a sesta e o sistema.,Entre Dealer e o dilema,Entre a sesta e o sistema.
,
,
",,
,Pedro Abrunhosa,A Cada Não Que Dizes,"(Pedro Abrunhosa | Pedro Abrunhosa),Lento,,Eu vi morrer o tempo,,Morto por fora e por dentro,,Como um pai enganado,,Um filho roubado,,Uma mão de soldado, um pecado,,Um cálice, um príncipe,,E num salto de lince,,Um fim que está perto,,Um quarto deserto,,Dois tiros no escuro, um peito feito no muro,E o rosto já frio, o som da morte no cio,,O passo a compasso,Das botas cardadas,,Espadas à espera,,O gume,,O lume da fera.,E ninguém percebeu que o mundo inteiro sou eu.,Longe,,Um mar que se rasga e me foge,,Uma dor que, por mais que se aloje, não vale o aço da bala,Coração que me embala, que estala, que empala no medo,,Um dédalo, um dedo,,Um gatilho já preso,,Um rastilho aceso, um fogo às cores pelo céu,,Desenhos loucos no breu,,Pintura pura a canhão,,Talvez vinte homens não cheguem,,Talvez aqueles me levem,,Talvez os outros se lembrem,,Que são homens como os que fogem,E nenhum Deus é maior,,Num ódio feito de dor,,E ninguém reparou que o mundo inteiro parou.,A cada não que dizes,,Abre-se um lugar no céu.,A cada não que dizes,,Abre-se um lugar no céu.,Fracos,,Como farrapos na cama,,Orgulho feito de lama, e o verbo ser a partir.,Palavras presas na alma, ruas de vento e vivalma,,Um límpido tiro, um suspenso suspiro,,Pietá nas notícias,,Gravatas impunes negando as sevícias,Vozes de ferro, de fogo, de fome, de fuga, de facas,,E as rugas pobres, já fracas,,Um poço morto de sede,,Grafftis numa parede,,E ninguém percebeu, que o mundo inteiro sou eu.,Outros,,Loucos, perdidos, sentidos certeiros,,Crianças feitas guerreiros,,A quem foi roubado o perdão,,Dois braços cheios de pão,,Napalm, na palma da mão,,Um fósforo fátuo,,Nos jornais o retrato,De um estilhaço, um abraço,,Um pedaço de espaço,De uma pátria sem chão.,Uma pétala pródiga, um remorso confesso,,Talvez a dor no regresso,,Talvez um dia o inverso,,Mas isso já eu não peço,,O mundo inteiro a fugir,,O mundo inteiro a pedir.,Que se oiça alto o teu Não.,A cada não que dizes,,Abre-se um lugar no céu.,A cada não que dizes,,Abre-se um lugar no céu.,Outros,,Fracos,,Longe,,Lento,,Não.
,
,
",,
,Pedro Abrunhosa, Balada De Gisberta,"Perdi-me do nome,,Hoje podes chamar-me de tua,,Dancei em palácios,,Hoje danço na rua.,Vesti-me de sonhos,,Hoje visto as bermas da estrada,,De que serve voltar,Quando se volta p'ró nada.,Eu não sei se um Anjo me chama,,Eu não sei dos mil homens na cama,E o céu não pode esperar.,Eu não sei se a noite me leva,,Eu não ouço o meu grito na treva,,E o fim vem-me buscar.,Sambei na avenida,,No escuro fui porta-estandarte,,Apagaram-se as luzes,,É o futuro que parte.,Escrevi o desejo,,Corações que já esqueci,,Com sedas matei,E com ferros morri.,Eu não sei se um Anjo me chama,,Eu não sei dos mil homens na cama,E o céu não pode esperar.,Eu não sei se a noite me leva,,Eu não ouço o meu grito na treva,,E o fim vem-me buscar.,Trouxe pouco,,Levo menos,,E a distância até ao fundo é tão pequena,,No fundo, é tão pequena,,A queda.,E o amor é tão longe,,O amor é tão longe... (...),E a dor é tão perto.
,
,
",,
,Pedro Abrunhosa, O Dia Depois De Hoje,"Sem sabermos,,A cidade parou,,Uma noite,,Que afinal não chegou.,E tu como um livro,,No branco das páginas,E eu a ler-te nas lágrimas,,Que a manhã acordou.,Sem sabermos,,Inventámos a dor.,A vida é um jogo,,Um instante infinito,Um quarto de fogo,,A esconder cada grito.,Sem saber,,Abracei-te demais,,Uma porta fechada,,Os teus passos na escada,A fazerem sinais.,A vida é um jogo,,Um instante infinito.,Um quarto de fogo,,A esconder cada grito.,E Antes do fim,,Antes de ti.,Amanhã, parto contigo.,Amanhã, foge comigo.,Amanhã, longe daqui.,Amanhã, leva-me em ti.,Sem saberes,,Escrevemos as ruas,,Uma sombra,,Desfazendo-se em duas.,E tu como um filme,,Na vertigem da morte,Eu aqui nesta sorte,A mão a um passo da pele.,Sem saberes,,Inventaste-me o céu.,A vida é um jogo,,Um instante infinito.,Um quarto de fogo,,A esconder cada grito,Antes do fim,,Antes de ti.,Amanhã, parto contigo.,Amanhã, foge comigo.,Amanhã, longe daqui.,Amanhã, leva-me em ti.
,
,
",,
,Pedro Abrunhosa,Fazer O Que Ainda Não Foi Feito,"Sei que me vês,Quando os teus olhos me ignoram,Quando por dentro eu sei que choram,Sabes de mim,Eu sou aquele que se esconde,Sabe de ti, sem saber onde,Vamos fazer o que ainda não foi feito,Trago-te em mim,Mesmo que chova no verão,Queres dizer sim, mas dizes não,Vamos fazer o que ainda não foi feito,E eu sou mais do que te invento,Tu és um mundo com mundos por dentro,E temos tanto pra contar,Vem nesta noite,Fomos tão longe a vida toda,Somos um beijo que demora,Porque amanhã é sempre tarde demais,E eu sei que dói,Sei como foi andares tão só por essa rua,As vozes que te chamam e tu na tua,Esse teu corpo é o teu porto, é o teu jeito,Vamos fazer o que ainda não foi feito,Sabes quem sou, para onde vou,A vida é curva, não uma linha,As portas que se fecham e eu na minha,A tua sombra é o lugar onde me deito,Vamos fazer o que ainda não foi feito,E eu sou mais do que te invento,Tu és um mundo com mundos por dentro,E temos tanto pra contar,Vem nesta noite,Fomos tão longe a vida toda,Somos um beijo que demora,Porque amanhã é sempre tarde demais,Tens uma estrada,Tenho uma mão cheia de nada,Somos um todo imperfeito,Tu és inteira e eu desfeito,Vamos fazer o que ainda não foi feito,E eu sou mais do que te invento,Tu és um mundo com mundos por dentro,E temos tanto pra contar,Vem nesta noite,Fomos tão longe a vida toda,Somos um beijo que demora,Porque amanhã é sempre tarde demais,Vem nesta noite,Fomos tão longe a vida toda,Somos um beijo que demora,Porque amanhã é sempre tarde demais,Porque amanhã é sempre tarde demais,Porque amanhã é sempre tarde demais,Porque amanhã é sempre tarde demais
,
,
",,
,Pedro Abrunhosa, A Dor Do Dinheiro,"Perdido no teu corpo,,Perdido nesta estrada,,Perdido nos segredos,Por cada curva fechada.,Palavras,,Diz-me palavras.,Acredito no que dizes,,Acredito no que fazes,,Acredito no sentido,De cada sombra que trazes.,Palavras,,Diz-me palavras.,E dizes que está tudo normal,,Mas é a loucura total,,Não quero sair desta festa,,Porque afinal o que resta é dizer:,Quero um pedaço,,Quero o troco primeiro,,Quero a vida num traço,,Quero a cor do dinheiro.,Não me custa o futuro,,Não me lembro do passado,,Sou um filme em que me vejo,Em circuito fechado.,Palavras,,Diz-me palavras.,Conta-me o que vês,,Não me contes a verdade,,Tenho um pé em cada esquina,Qual delas tem mais vontade?,Palavras,,Diz-me palavras.,E dizes que está tudo normal,,Mas é a loucura total,,Não quero sair desta festa,,Porque afinal o que resta é dizer:,Quero um pedaço,,Quero o troco primeiro,,Quero a vida num traço,,Quero a cor do dinheiro.
,
,
",,
,Pedro Abrunhosa, Tenho Uma Arma,"Eu tenho um carro,,Não tenho destino,,Tenho razões,Para um mundo sozinho.,Tenho a falésia,E um copo na mão,,Tenho desejos,E não tenho travão.,E tu és mais do que aquilo que pensas,,E eu sou mais do que aquilo que vês,,E tu és mais do que aquilo que pensas,,E eu sou mais do que aquilo que vês.,Tenho uma arma,E vou usá-la,Contra o meu corpo,À prova de bala.,Não tenho alma,Mas sim pedaços de bala,,Não cabem na câmara,Não cabem na espada.,Mas tenho tempo,,E tenho Luz,,E tenho as sombras,A que o pó me reduz.,E tu és mais do que aquilo que pensas,,E eu sou mais do que aquilo que vês,,E tu és mais do que aquilo que pensas,,E eu sou mais do que aquilo que vês.,Tenho uma arma,E vou usá-la,Contra o meu corpo,À prova de bala. Bang!
,
,
",,
,Pedro Abrunhosa, Ilumina-Me,"Gosto de ti como quem gosta do sábado,,Gosto de ti como quem abraça o fogo,,Gosto de ti como quem vence o espaço,,Como quem abre o regaço,,Como quem salta o vazio,,Um barco aporta no rio,,Um homem morre no esforço,,Sete colinas no dorso,E uma cidade p'ra mim.,Gosto de ti como quem mata o degredo,,Gosto de ti como quem finta o futuro,,Gosto de ti como quem diz não ter medo,,Como quem mente em segredo,,Como quem baila na estrada,,Vestido feito de nada,,As mãos fartas do corpo,,Um beijo louco no porto,E uma cidade p'ra ti.,Enquanto não há amanhã,,Ilumina-me, Ilumina-me.,Enquanto não há amanhã,,Ilumina-me, Ilumina-me.,Gosto de ti como uma estrela no dia,,Gosto de ti quando uma nuvem começa,,Gosto de ti quando o teu corpo pedia,,Quando nas mãos me ardia,,Como silêncio na guerra,,Beijos de luz e de terra,,E num passado imperfeito,,Um fogo farto no peito,E um mundo longe de nós.,Enquanto não há amanhã,,Ilumina-me, Ilumina-me.,Enquanto não há amanhã,,Ilumina-me, Ilumina-me.
,
,
",,
,"Paul Simon, Simon and Garfunkel,Still Crazy After All These Years", Still Crazy After All These Years,"I met my old lover,On the street last night,She seemed so glad to see me,I just smiled,And we talked about some old times,And we drank ourselves some beers,Still crazy after all these years,Still crazy after all these years,I'm not the kind of man,Who tends to socialize,I seem to lean on,Old familiar ways,And I ain't no fool for love songs,That whisper in my ears,Still crazy after all these years,Still crazy after all these years,Four in the morning,Crapped out,Yawning,Longing my life away,I'll never worry,Why should I?,It's all gonna fade,Now I sit by my window,And I watch the cars,I fear I'll do some damage,One fine day,But I would not be convicted,By a jury of my peers,Still crazy after all these years,Still crazy,Still crazy,Still crazy after all these years
,
,
",,
,Paul McCartney, Only Our Hearts,"If only my love was here,I'd be taking the time to feel it,Washing over my body and soul,If only my love, only my love was here.,I wish that my heart was strong,I'd be letting it beat much faster,At the thought of you holding me near,I wish that my heart, wish that my heart was strong.,Hoping to be where you are,Of longing to be your lover,Don't want to ever be far,Apart from you, my love.,But only our hearts will know,If we're gonna spend it together,Only gone to the dreams that we share,Only our hearts know how much love is there.,Hoping to be where you are,Of longing to be your lover,I don't wanna ever be far,Apart from you, my love.,But only our hearts will know,If were gonna spend it together,Holding on to the love that we share,Only our hearts know how much love is there,Yes, only our hearts know how much love is there.
,
,
",,
,Paul McCartney, Get Yourself Another Fool,"At last I wake up to see what you've done,So what can I do but pack up and run ?,I know the rules, go get yourself another fool.,You said that you loved me, I 'm yours to command,But your kind of loving my heart couldn't stand,You used me for a fool, go get yourself another fool.,And now, now that we're through,You say you meant to be true,But deep in your heart, you know,That our love could never grow.,I tried to believe you that we'd never part,But your kind of loving just broke my poor heart,Now I know the rules, go get yourself another fool.,And now, now that we're through,You say you meant to be true,But deep down in your heart, you know,That our love could never grow.,Well, I tried to believe you that we'd never part,But your kind of loving just broke my poor heart,But I know the rules, go get yourself another fool, mmm,Yeah, you better get yourself, get yourself,You better get yourself another fool,Go ahead and get yourself, get yourself,Get yourself another fool, ooh.
,
,
",,
,Paul Anka, My Way,"And now the end is near,So I face the final curtain,My friend, I'll say it clear,I'll state my case of which I'm certain,I've lived a life that's full,I've traveled each and every highway,And more, much more than this,I did it my way,Regrets, I've had a few,But then again, too few to mention,I did what I had to do,And saw it through without exception,I planned each charted course,Each careful step along the byway,Oh, and more, much more than this,I did it my way,Yes, there were times, I'm sure you know,When I bit off more than I could chew,But through it all when there was doubt,I ate it up and spit it out,I faced it all and I stood tall,And did it my way,I've loved, I've laughed and cried,I've had my fails, my share of losing,And now as tears subside,I find it all so amusing,To think I did all that,And may I say, not in a shy way,Oh, no, no not me,I did it my way,For what is a man, what has he got,If not himself, then he has not,To say the words he truly feels,And not the words he would reveal,The record shows I took the blows,And did it my way,Yes, there were times, I'm sure you know,When I bit off more than I could chew,But through it all when there was doubt,I ate it up and spit it out,I faced it all and I stood tall,And did it my way,The record shows I took the blows,And did it my way
,
,
",,
,Patty Griffin, You'll Remember,"Maybe one day,Along the way,You'll remember me,On this island,Smiling at you,How I used to,Maybe one day,You'll remember,And it won't be sad,To think of all we had,All unhappy ends,Will be behind us then,Maybe one day,Along the way,You'll think of me,And you'll be smiling,Maybe one day,Maybe one day,Maybe one day,You'll remember
,
,
",,
,"Paul McCartney,Danny Kaye,The Inch Worm", The Inch Worm,"Inch worm, inch worm,Measuring the marigolds,You and your arithmetic,You'll probably go far,Inch worm, inch worm,Measuring the marigolds,Could it be you'd stop and see,How beautiful they are?,Two and two are four,Four and four are eight,Eight and eight are sixteen,Sixteen and sixteen are thirty-two,Inch worm, inch worm,Measuring the marigolds,You and your arithmetic,You'll probably go far,Two and two are four,Four and four are eight,Eight and eight are sixteen,Sixteen and sixteen are thirty-two,Inch worm, inch worm,Measuring the marigolds,Seems to me you'd stop and see,How beautiful they are,Inch worm, inch worm,Measuring the marigolds,You and your arithmetic,You'll probably go far,Two and two are four,Four and four are eight,Eight and eight are sixteen,Sixteen and sixteen are thirty-two,Two and two are four,Four and four are eight,Eight and eight are sixteen,Sixteen and sixteen are thirty-two
,
,
",,
,Patti LuPone," Don't Cry For Me, Argentina","It won't be easy, you'll think it strange,When I try to explain how I feel,That I still need your love,After all that I've done,You won't believe me,All you will see is a girl you once knew,Although she's dressed up to the nines,At sixes and sevens with you,I had to let it happen, I had to change,Couldn't stay all my life down at heel,Looking out of the window,Staying out of the sun,So I chose freedom,Running around, trying everything new,But nothing impressed me at all,I never expected it too,Don't cry for me, Argentina,The truth is I never left you,All through my wild days, my mad existence,I kept my promise, don't keep your distance,And as for fortune, and as for fame,I never invited them in,Though it seemed to the world,They were all I desired,They are illusions,They are not the solutions they promised to be,The answer was here all the time,I love you and hope you love me,Don't cry for me, Argentina,The truth is I never left you,All through my wild days, my mad existence,I kept my promise, don't keep your distance,Have I said too much?,There's nothing more I can think of to say to you,But all you have to do,Is look at me to know that every word is true
,
,
",,
,Patti LuPone, Street Of Dreams,"Love laughs at a king,,Kings don't mean a thing,,On the street of dreams.,Dreams broken in two,,Can be made like new,,On the street of dreams.,Gold, silver and gold,,All you can hold,,Is in the moonbeams.,Poor, no one poor,,Long as love is sure,,On the street of dreams.,Love laughs at a king,,Kings don't mean a thing,,On the street of dreams.,Dreams broken in two,,Can be made like new,,On the street of dreams.,Gold, silver and gold,,All you can hold,,Is in the moonbeams.,Poor, no one is poor,,Long as love is sure,,On the street of dreams.
,
,
",,
,Paul Heaton, Mermaids And Slaves,"Baby lets drink and drive,Baby lets drink and drive,,Drink till the conversation turns pink,And drive to the over side,Baby lets look and learn,Baby lets look and learn,Look till I set the feelings take hole,And learn when the river is burned,Lets all out of first died of and suffer from pain,For you for dream a bucklear or dream must genius can jump off and say,Oh lets drive of a cliff or maybe a rift maybe a rift cursed of the car from Spain,Oh lets put out to sea poor you and poor me,,Poor you and poor me the racks of mermaids and slaves,Baby lets duck and dive,Baby lets duck and dive,I duck till I made a change in our life,And dive to the over side,Baby lets hit and run,Baby lets hit and run,Hit till you see the split in my lip and run like the wind to the sun,Oh lets rap up in motion to serious potion the gradients,A good way to die take tragic mistake and crash in to lake
,
,
",,
,Patti LuPone, Everything I Am,"Everything I am,The child in me, the wild in me,The part that?s safe and the part that?s free,The part of me here for the world to see,Everything,All of it,Take me as I am,The fool in me, the cruel in me,One side that?s soft, the other firm,A soul that knows and a heart that learns,All for you,Everything,Turn down the corner of my best pages,Easily find your favorite places,Hold me up high take a rest Orion,Or blow me away like a dandelion,I hold nothing back,One part cries and one enjoys,One creates and one destroys,That is everything,Everything I am,Feel like a kite on a mile long string now,You hold the end you hold everything now,Hold me and need me as we might even,Fly off and blow away while we?re dreaming,Every part of me,My shadow on the wall, my footprints in the sand,Shall we spend the night or never let it end?,I want all of you,Is everything I am!
,
,
",,
