album,singer,song,lyric,written_by,genre
,Alexandra Burke, They Don't Know,"I went to the doctor to open up my heart,Got my symptoms all mixed up,He didn't know where to start,Ain't no doctor in this world,That can keep a broken heart from falling apart,'Cause they don't know,Oh, they don't know,I went to my mother to show me how to cry,She said ""Baby let me shed your tears, I'll make the sacrifice"",But ain't no crying in this world's gonna take the place of mine,'Cause they don't know,They don't know,Some questions have answers,And others just lead you on,Some answers don't answer enough,But I know,The answer is love,But they don't know,Oh, they don't know,I went to my brother to help me understand,Asked him why they're walking by,Don't seem to give a damn,Don't they see the love they pair's walking by empty-handed,'Cause they don't know,They don't know,I went to my father to get some prayer for me,He said I hold my head up high 'cause there's something there for me,Crying but I'm smiling through,'cause suddenly I see,What they don't know,They don't know that,Sometimes,,Some questions have answers,And others just lead you on,Some answers don't answer enough,But I know,The answer is love,But they don't know,Oh, they don't know...
,
,
",,
,Alexandra Burke, Nothing But The Girl,"Take all the monet from me,,Nothing matters but the girl,,Take the recognition, take all the fame, even take my name,Nothing but the girl,,Take every stitch of clothing I own,And completely naked I would walk the world,People bloggin' talking crazy,I ain't gonna let it break me,Nothing matters but the girl,I don't need material things to represent myself as long as I know who I am,I don't need nothing else not nothing else,Nothing but the girl,No nothing matters,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,Said nothing matters,I'll tell you nothing matters but the girl,I said nothing but me baby,No nothing but me baby,I said nothing but me baby,Take my seconds, minutes, hours all my precious time' cause,Nothing matters but the girl,Take my skills away the words I say reason and rhyme' cause,Nothing matters but the girl,Excuse me lord don't mean to interrupt,You know that it gets hard living in this world,But thank you in advance,For making me tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,No nothing matters,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,Nothing matters,I'll tell you nothing matters but the girl,Nothing but me baby,I said nothing but me baby,I said nothing but me baby,Ain't nothing in this whole wide world I can't do without nothing matters - but the girl,Special as the air I breathe that's the way I view me,Oh baby baby baby,I said nothing but me baby,I said nothing but me baby,Nothing but the girl,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl nothing matters,I'll tell you nothing matters but the girl,Nothing but the girl,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl nothing matters,I'll tell you nothing matters but the girl,Nothing but the girl,Nothing matters I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but me baby,Nothing but the girl,I'll tell you nothing matters but the girl,Nothing but the girl,I'll tell you nothing matters but the girl
,
,
",,
,Alexandra Burke, Gotta Go,"You said you'd never break my heart,Hey,And we'll never be a-part,So seeing you after so long,Got me spinning round, round, round, round,You said we'd always be together,And to me you were so precious,So after you what happens now?,You got me feeling down, down, down, down,So I think I gotta go,Cause seeing you is so confusing,And I might end up losing again,So I'm thinking thinking,I think I gotta go,Before I start to catch a feeling,And you might end up leaving like you left me once before,My heart can't take no more,So I think I gotta go,Seeing you after so long mmm,Feels so strange cause the feelings ain't gone,Like a rollercoaster ride,Got me spinning round, round, round, round,So I think I gotta go,Cause seeing you is so confusing,And I might end up losing again,So I'm thinking thinking,I think I gotta go,Before I start to catch a feeling,And you might end up leaving like you left me once before,My heart can't take no more,So I think I gotta go,You see the damage has been done,And now I know you're not the one,Cause my heart just wants to run and run and run and run,So I think I gotta go,Before I start to catch a feeling,And you might end up leaving again,So I'm thinking thinking,So I think I gotta go,Cause seeing you is so confusing,And I might end up losing again,So I'm thinking thinking,I think I gotta go,Before I start to catch a feeling,And you might end up leaving like you left me once before,My heart can't take no more,So I think I gotta go
,
,
",,
,Alexandra Burke, Overcome,"If you walk with your head down,You can count every step you take,I know every place I've been now,I can count every mistake,I've been hurt so many times before,Almost forgotten how to dream,All that I was running from,Is all I need to save me,I couldn't let you in my heart,But now my defenses all fall apart,Just when I thought I'd given up,I have overcome,And now I can let you go (,),You show me something that I've never known,And finally I found the one,I have overcome,You can never see it coming,There's always that one you can't count now,Who keeps on believing,Nothing's gonna stop me now,I've been hurt so many times before,Almost forgotten how to dream,All that I was running from,Is all I need to save me,I couldn't let you in my heart (,),But now my defenses all fall apart (,),Just when I thought I'd given up,I have overcome,And now I can let you go (,),You show me something that I've never known (,),And finally I found the one (,),I have overcome,I'm not running anymore,'Cause now there's nothing left to hold me down,Some things are worth fighting for,I see it all - it's waiting for me now,I couldn't let you in my heart,But now my defenses all fall apart (,),Just when I thought I'd given up,I have overcome,And now I can let you go (,),You show me something that I've never known (,),And finally I found the one (,),I have overcome,I couldn't let you in my heart,But now my defenses all fall apart (,),Just when I thought I'd given up (,),I have overcome,And now I can let you go (,),You show me something that I've never known (,),And finally I found the one,I have overcome,
,
,
",,
,Alexandra Burke, You Broke My Heart,"Oooohhh,You know that I would follow you,To the end of the Earth,And maybe I was kinda bold,You shouldn't know my words,I was waiting for the time to remind you,You were in love,What I gave was so incredible,But it was never enough,You took my love,And broke my heart,You took my smile,And tore it apart,You left me crying,Down on the floor,The funny thing is,I still want more,If only you love me like I wanted you to,But you trick me into loving you,You tore me apart,You broke my heart,You charm me with your little ways,You knew the buttons of praise,And you said I was your everything,But boy you couldn't care less,And you said we'd be together forever,Now look what you've done,What I gave was so incredible,But it was never enough,You took my love,And broke my heart,You took my smile,And tore it apart,You left me crying,Down on the floor,The funny thing is,I still want more,If only you love me like I wanted you to,But you trick me into loving you,You tore me apart,You broke my heart,All that I needed,Was someone to hold me,And all that I wanted,Was someone to show me,Just what it is to be loved,And I hoped that someone was you,Oohhhh,You took my love,And broke my heart,You took my smile,And tore it apart,You left me crying,Down on the floor,The funny thing is,I still want more,If only you love me like I wanted you to,But you trick me into loving you,You broke my heart,You broke my heart,You tore me apart,You broke my heart,You broke my heart
,
,
",,
,Alexandra Burke, Dumb,"Baby I'm loving your lips,,Cause you know how to use them,I wanna fall in your eyes but there's nothing behind them,Look too good to eat, I just can't believe we can't talk about nothin,You so fire hot but that's all you got, you're just all about one thing,So Bye Bye Baby,Could've had it,Should've had it,Would've had it,If you were a little less Dumb,Could've had it,Should've had it,Would've had it,If you were a little less,Dumb Dumb Dumb Dumb...,Bye Bye Baby,Dumb Dumb Dumb Dumb...,Bye Bye Baby,You spend more time on look than the rest of my girl friends,I keep trying to go deep but you don't have a deep end,There's just nothing there you play with your hair,,Stuck in front of that mirror,I need something more, more than a Ken doll,,I can't make it more clearer,So Bye Bye Baby,Could've had it,Should've had it,Would've had it,If you were a little less Dumb,Could've had it,Should've had it,Would've had it,If you were a little less,Dumb Dumb Dumb Dumb...,Bye Bye Baby,Dumb Dumb Dumb Dumb...,Bye Bye Baby,For such a pretty face, boy your such a waste,Dumb Dumb Dumb,For such a pretty face, boy your such a waste,Dumb Dumb Dumb,Could've had it,Should've had it,Would've had it,If you were a little less Dumb,Could've had it,Should've had it,Would've had it,If you were a little less Dumb,Could've had it,Should've had it,Would've had it,If you were a little less Dumb,Could've had it,Should've had it,Would've had it,If you were a little less,Dumb Dumb Dumb Dumb...,Bye Bye Baby,Dumb Dumb Dumb Dumb...,Bye Bye Baby
,
,
",,
,Alexandra Burke, Bury Me (6 Feet Under),"Is There A Doctor In The House?,Someone Check My Pulse,Cos' It Feels Like I'm Not Breathing and I Can't Believe It,Wherever I Am There He Goes ,Says He's Only Joking But I Know,That He Really Means It,Never Mind Keep It,You Gotta Give Up To Get Up,And Leave When Your'e Fed Up,Even Though Your'e What I Need,I Can't Let Love Bury Me,So Give Up And Get Out ,And Leave When Your'e Fed Up,Even Though Your Wht I Need,I Can't Let Love Bury Me,6 Feet Under Is Where I'll Be,X3 ,Love Bury Me,Says I'm The One That He Treasures,But You Throw The Key In The River,Now How You Gonna Find It Oh Go Fishing In My Name,Now Move Outta My Way,I Got Dishes To Break Cos' He's Already Eaten,Tell Me Where You And Her Are Meeting,You Gotta Give Up To Get Up,And Leave When Your'e Fed Up,Even Though Your'e What I Need,I Can't Let Love Bury Me,So Give Up And Get Out ,And Leave When Your'e Fed Up,Even Though Your Wht I Need,I Can't Let Love Bury Me,6 Feet Under Is Where I'll Be,X3 ,Love Bury Me,You Need To Think About This Moment,Before You Eat Around This Donut,You Ain't Got Time For Me,I'm On To Another Recipe,See You Need To Think About This Moment,I Know That You Have Chosen To Take A Break From Me,Now I Know That's Exactly What I Need,You Gotta Give Up To Get Up,And Leave When Your'e Fed Up,Even Though Your'e What I Need,I Can't Let Love Bury Me,So Give Up And Get Out ,And Leave When Your'e Fed Up,Even Though Your Wht I Need,I Can't Let Love Bury Me,6 Feet Under Is Where I'll Be,X3 ,Love Bury Me
,
,
",,
,"Alexandra Burke,The Silence", The Silence,"You lift me up and knock me down,I'm never sure just what to feel when you're around,I speak my heart but don't know why,'Cause you don't never really say what's on you mind,It's like I'm walking on broken glass,I wanna know but I don't wanna ask,So say you love me or say you'll leave me,Don't let the silence do the talking,Just say you want me or you don't need me,Don't let the silence do the talking,You let me in but then sometimes,Your empty eyes just make me feel so cold inside,When I'm with you, it's like rolling dice,Don't know where or how you're gonna make me cry,So say you love me or say you'll leave me,Don't let the silence do the talking,Just say you want me or you don't need me,Don't let the silence do the talking,It's killing me, the silence,It's killing me, the silence,The silence,It's like I'm walking on broken glass,If this is the end then please just make it fast,So say you love me or say you'll leave me,Don't let the silence do the talking,Just say you want me or you don't need me,Don't let the silence do the talking,The silence, the silence, the silence,The silence, the silence, the silence,You lift me up and knock me down,I'm never sure just what to feel when you're around
,
,
",,
,"Alexandra Burke,Broken Heels", Broken Heels,"Hey Hey Hey.... ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,I roll my sleeves up ,Wrap my hair up ,There's no sign on the road ,So i never stop ,Can you catch me? ,Yeah yeah yeah ,You'll never catch me ,Ay ay ay ,I'm fresh out the box ,Fast like a fox ,Boss in my shoes, tick tock ,12 o'clock ,You better watch me ,Yeah yeah yeah ,Sit back and watch me ,Ay ay ay ,You go hard yes you do ,But when i go it's a magic show ,Oh oh oh uh oh oh ,I get it when i want it ,And i get it right ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better with broken heels ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,Anything you can do i can do better ,Boy i can do it in broken heels ,Anything you can do we can do better ,Boy i can do it in broken broken heels ,When you step it up ,I'm 20 levels up ,I took the escalator ,Elevator to the top ,How you like me? ,Yeah yeah yeah ,You gotta like me ,Ay ay ay ,Oh you know we rock ,We control the block ,Whatever's going down ,Ladies take the biggest cut ,We bring the party ,Yeah yeah yeah ,We bought the party ,Ay ay ay ,You go hard yes you do ,But when i go it's a magic show ,Oh oh oh uh oh oh ,I get it when i want it ,And i get it right ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,Anything you can do i can do better ,Boy i can do it in broken heels ,Anything you can do we can do better ,Boy i can do it in broken broken heels ,Oh oh oh uh oh oh ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,Hey hey hey, Hey hey hey ,All the ladies tell the fellas we can do what they can do ,We can do it even better in broken heels ,Anything you can do i can do better ,Boy i can do it in broken heels ,Anything you can do we can do better ,Boy i can do it in broken broken heels ,Anything you can do i can do better ,Boy i can do it in broken heels ,Anything you can do we can do better ,Boy i can do it in broken broken heels
,
,
",,
,"Alexandra Burke,All Night Long", All Night Long,"I see everybody around,But it feels like we're in private,I know you want me so bad,'Cause you just can't seem to hide it,The lights are moving to the rhythm of the music,When we're together everything just comes together, baby,So inspired by the moment, we can lose it,I hope you're ready,As long as I see the strobe lights,I'm dancin' all night long,When we're together, baby, I'm feelin' alright,You got me all night long,So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,Tonight, the admission is free,Now we're shuttin' the club down,We're moving out to the streets,All we got left is love now,Feel my troubles fade into the rhythm of your heartbeat,When we're together, everything just comes together, baby,Every motion calls your name, baby, once you saw me,And I hope you're ready,As long as I see the strobe lights,I'm dancin' all night long,When we're together, baby, I'm feelin' alright,You got me all night long,So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,And you made me forget all my worries,Helped me put the past behind,Around us this world's in a hurry,While we stand still in time,The lights are moving to the rhythm of the music,When we're together everything just comes together, baby,So inspired by the moment, we can lose it,And I hope you're ready,As long as I see the strobe lights,I'm dancin' all night long,When we're together, baby, I'm feelin' alright,You got me all night long,So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,(All night, all night, all night, all night),All night long, all night long,(All night, night, night, night),So tell the DJ play it,It's only you and me together,And this feeling's so strong,Wish I could stay like this forever,All night long,(All night, all night, all night, all night),All night long,(All night, night, night, night),Said, all night long,(All night, all night, all night, all night),Yeah,(All night, night, night, night)
,
,
",,
,"Alexandra Burke,Flo Rida,Bad Boys,Number-One Hit", Bad Boys,"Flo Rida,Alexandra, girl, I know what you like,Some people call them players,But I'm far from terrified,'Cause somehow I'm drawn to danger,And have been all of my life,It feels my heart's divided,Half way between wrong and right,I know I'm playing with fire,But I don't know why,Yeah, the bad boys are always catching my eye,I said the bad boys are always spinning my mind,Even though I know they're no good for me,It's the risk I take for the chemistry,With the bad boys always catching my eye,Ooh, bad boys,Some think it's complicated,But they're straight up fun for me,I don't need no explanation,It's nothing more than what you see here,My heart still feels divided,Halfway between wrong and right,I know I'm playing with fire,But I don't know why,Yeah, the bad boys are always catching my eye,I said the bad boys are always spinning my mind,Even though I know they're no good for me,It's the risk I take for the chemistry,With the bad boys always catching my eye,I know you want me shawty 'cause I'm a,(Bad boy),Hey s-shawty can't help it she so, so,Addicted to them rougher fellas,With even the alphabet,She only sings the crooked letters,Let mama take all the risks,For that chemistry, she like them tougher than leather,Not even the paws, it's more like a mama bee,Out lost that's on the reg'lar,By any means necessary, girl,She likes them ruthless, that's my world,It's not the news it's what I heard,To get them more the merrier,It's not a big surprise,I know them bad boys catch your eyes,Look at her walk when I go in disguise,You'll have them shawty, don't worry, you fly,Yeah, the Bad Boys are always catching my eye,I said the bad boys are always spinning my mind,Even though I know they're no good for me,It's the risk I take for the chemistry,With the bad boys always catching my eye,Yeah, the Bad Boys are always spinning my mind,I said the Bad Boys are always catching my eye,Bad boys, bad boys
,
,
",,
,Alexandra Burke, Good Night Good Morning,"This beat is crazy,This club is amazing,This is where i'm gonna be,On the floor don't worry me,And this guy is crazy,His frame amazing,I got my scent all over him,As we dance erotically,His body interlocks with mine,Sends chills all up and down my spine,And i pull him close and whipser in his ear,(I said)What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),[Ne-Yo],I feel so crazy,She feels amazing,Ooh the way she's touching me,I can't imagine what i would be,Her body interlocked with mine,Seens chills all up and done her spine,She pulls me close and whispers in my ear,(She said),[Alexandra],What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),Everything in the room started spinning,Got his voice in my head asking is this the ending?,Or are we just beginning this little escapade?,[Ne-yo],She was turning me on how she work in the middle,But there's something about her that scared me a little,She looked me in my eyes and all she had to say,[Alexandra],This beat is crazy,This beat is crazy,This beat is crazy,This beat is crazy,What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),What will it be for you and me?,Is it good night or is it good morning?,(Is it good night or is it good morning? Is it good night or is it good morning?),[Ne-Yo],What will it be for you and me?,Is it good night or is it good morning?,[Alexandra],Is it good night or is it good morning?,This beat is crazy
,
,
",,
,Alicia Keys, Limitedless,"Yeah, hmmm,Murder murder, I took the red pill,My heart it goes boom every time that we feel,And if he be Jack, then I guess me be Jill,Fell into his arms got me head over the hills,I'm saying, whoa,Feel it up and down and in my soul,If I used to be broken, now I'm whole, oh no,I'm at his mercy, mercy, mercy tonight,I can't count to no amount,There's no limits, no no,To the ways I could love you, babe,Take me over, I can't get over,There's no limits, no no,To the ways I could love you, babe,One two three, to infinity yeah,Two three four, it's ubiquity,It's four five six, to a limitedless love,If there's another one,He's not in this world, love,Can't be no other one,There is only you,Only one and one, only leaves us two love,And when I'm through being your girl,We can stop the whole world for us,I'm saying, whoa,Feel it up and down and in your soul,I'll forever be here at his mercy, mercy, mercy,Loving him for eternity, eternity, eternity,Cause I,I can't count to no amount,There's no limits, no no,To the ways I could love you, babe,Take me over I can't get over,There's no limits, no no,To the ways I could love you, babe,One two three, to infinity yeah,Two three four, here's my prophecy yeah,Four five six, to a limitedless love,Ah oh oh, oh oh oh,Ah oh oh, oh oh oh,One two three, to infinity yeah,Two three four, this is my decree yeah,Four five six, to a limitedless love,A limited, limited, limited, limitedless love,A limitedless love, a limitedless love,A limited, limited, limited, limitedless love,A limitedless love, a limitedless love,Ah oh oh, oh oh oh,Ah oh oh, oh oh oh
,
,
",,
,"Alicia Keys,Number-One Hit,Tears Always Win", Tears Always Win,"Check it out,It feels kind crazy,These covers, may keep me warm at night,But they cant take your place, cause they never gonna hold me tight,And these pillows, may let me rest my head,But they cant say good night and tuck me in before I go to bed,Say now baby girl you're better off that's what I'm telling myself,But im lying to myself cause I know I don't want nobody else,These lips are missing you,Cause these lips ain't kissing you,These eyes put up a fight,But once again these Tears Always Win,These arms are wanting you,Cause these arms ain't holding you,These eyes put up a fight,But once again these Tears Always Win,These candles light up my room at night,But they can't lid the room they way you did when you walked inside, oh baby,If these walls could sing about everything they've witnessed,Oh it'd be a sad sad song, and it'll probably sound something like this,Say now baby girl you're better off that's what I'm telling myself,But I'm lying to myself cause I know I don't want nobody else,Cause these lips are missing you,Cause these lips ain't kissing you,These eyes put up a fight,But once again these Tears Always Win,These arms are wanting you,Cause these arms ain't holding you,These eyes put up a fight,But once again these Tears Always Win,Tell me when the hell this loneliness is gonna be over,When everything in this room reminds me of you,Everytime I think, I'm getting closer,Cause tears drown me out, once again I lose,Cause these lips are missing you,Cause these lips ain't kissing you,I put up a fight,But once again these Tears Always Win,These arms are wanting you,Cause these arms ain't holding you,These eyes put up a fight,But once again these Tears Always Win,Crying like oh oh oh oh,These eyes put up a fight,But once again these Tears Always Win,Crying like oh oh oh oh,These eyes put up a fight,But once again these Tears Always Win,These eyes put up a fight,But once again these Tears Always Win
,
,
",,
,Alicia Keys, That's When I Knew,"Right there,In the middle of a conversation,Wasn't anything special you said,It was just there,Right then,I didn't have time even to overthink it,I loved you and all of a sudden,I was all in,It's like my knees are all weak and the butterflies,They were dancing and taking all of my air,From that moment on it was very clear,That's when I knew I fell in love,That's when I knew you were the one,That's when I knew you stole my heart away from me,That's when I knew that I was sunk,That was the moment that I knew I was in love,That's when I knew,That's when I knew,That's when I knew,That day,I didn't know we were going where the night would end,I didn't know there was something brewing and if it was,I didn't know how much I care,That touch,When you barely held my hand I was overcome,With feelings I don't understand,Not in a million years I didn't think that we'd be here,It's like my knees are all weak and the butterflies,Got me dancing and taking all of my air,From that moment on it was very very very very clear,That's when I knew I fell in love,That's when I knew you were the one,That's when I knew you stole my heart away from me,That's when I knew that I was sunk,That was the moment that I knew I was in love,That's when I knew,That's when I knew,That's when I knew,Don't you know it?,Hey,That's when I knew Baby,That's when I knew,That's when I knew,Baby,You know (that?) you know,You know what you feel,And there's no denying,That love is for real,There is nothing to do,Just let it in,Gotta surrender,That's when I knew I fell in love,That's when I knew you were the one,That's when I knew you stole my heart away from me,That's when I knew that I was sunk,That was the moment that I knew I fell in love,(That's when I knew),(That's when I knew),(That's when I knew),That’s when I knew with that minute,That’s when I knew it was that beautiful,Sometimes you get it, sometimes you get it,That’s when I knew it baby,Yeah, that’s when I knew,That’s when I knew we fell in love
,
,
",,
,"Alicia Keys,Maxwell,Fire We Make", Fire We Make,"Yeah,It's crazy,It's crazy,Come on, come on yeah ,I wanna tell you really,Oh yeah, all I wanna know yeah,Hey,I wanna know yeah,Hey baby how you doing tonight,I wanna let you know,I wanna tell you just how I feel,I wanna love you baby ,And it's going so right,I wanna burn a candle,Turn the darkness to the light,With the fire we make,It's getting hotter and hotter,Like a moth to a flame,I can't stay away,From the fire we make,It's getting higher and higher,Like the night to the day,I can't stay away,No no no,stay away,Hi baby, won't you tell me the truth,You wanna be the one ,You can't stay away,Oh, hey darling,Don't you make no excuse,We can chase this on ,And burn the hole inside you,With the fire we make,It's getting hotter and hotter,Like a moth to a flame,I can't stay away,From the fire we make,It's getting higher and higher,Like the night to the day,I can't stay, I can't stay away,This invisible bullet and it takes us to the stars,It's getting higher and higher,It's the fire we make, (it's the fire we make),Getting sweeter and sweeter,Like a night to a day,(About to make up this flame),I can't stay away, say is, no no (yeah),No no no, No no no, Can't stay away (Can't stay),No no no (Oh you can't),No no no (Baby baby baby),No no no, Yaahhhh,I wanna tell you, I wanna love you,I just wanna stay with you,I can't be done,I just can't stay away,I wanna make some much fire with you baby,I wanna go, gonna go to you darling, ah,I say yeah yeah
,
,
",,
,"Alicia Keys,Nicki Minaj,Number-One Hit,Billboard Hit,Girl On Fire", Girl On Fire (Inferno Version),"[Nicki Minaj],Spirit of Marilyn callin' me, audibly,Bawlin' she said that she would never leave,Continued to torture me,Telling me to come with her,Underneath my comforter,And she brought a gun with her,Pills and some rum with her,Took me on the balcony,Telling me to jump with her,Yeah, I'm in the ghost but I ain't doing stunts with her,I ain't tryna be that,Haters wanna see that,But I got 'em aggy,'Cause I win the gold like Gabby,[Alicia Keys],She's just a girl and she's on fire,Hotter than a fantasy, lonely like a highway,She's living in a world and it's on fire,Feeling the catastrophe, but she knows she can fly away,Oh, she got both feet on the ground,And she's burning it down,Oh, she got her head in the clouds,And she's not backing down,This girl is on fire,This girl is on fire,She's walking on fire,This girl is on fire,Looks like a girl but she's a flame,So bright, she can burn your eyes,Better look the other way,You can try but you'll never forget her name,She's on top of the world,Hottest of the hottest girls say,Oh, we got our feet on the ground,And we're burning it down,Oh, got our head in the clouds,And we're not coming down,This girl is on fire,This girl is on fire,She's walking on fire,This girl is on fire,Everybody stands as she goes by,'Cause they can see the flame that's in her eyes,Watch her when she's lighting up the night,Nobody knows that she's a lonely girl,And it's a lonely world,But she gon' let it burn, baby, burn, baby,[Nicki Minaj],Dear God, if you're here God,Make the fire disappear when they stare, God,Take away my fear when they interfere, God,Do you fear God? 'Cause I feel God,And in my backyard, that's a deer, God,And that's a horse ranch,And to my core fans, keep reppin' me,Do it to the death of me,'X' in the box, 'cause ain't nobody checkin' me,[Alicia Keys],This girl is on fire,This girl is on fire,She's walking on fire,This girl is on fire,Oh, oh, oh...,She's just a girl and she's on fire
,
,
",,
,Alicia Keys, Not Even the King,"Money, some people so poor all that they got is money,Oh and diamonds,Some people waste their life counting their thousands,I don’t care what they're offering,,How much gold they bring.,They can’t afford what we got,,Not even the king,They can’t afford what we got,,Not even the king,Ohhh castles, some people so lonely ,What good is a castle?,Surrounded by people, but ain’t got a friend,,That’s not on the payroll.,Ohh,I don’t care what they bring,,They can have everything.,They can’t afford what we got,,Not even the king,They can’t afford what we got,,Not even the king,All the king’s horses and all the king’s men,,Came charging to get what we got.,They offered the crown and they offered the throne,I already got all that I want,All the king’s horses and all the king’s men,They came marching through,They offered world just to have what we got.,But I found the world in you,,I found the world in you.,So darling listen,Your arms around me worth more than a kingdom,,Yeah, believe that,The trust that we feel, ,The king’s never felt that.,Yeah, this is the song we sing,We don’t need anything,They can’t afford this,This is priceless.,They can’t afford what we’ve got,Not even the king,They can’t afford what we got,,Not even the king
,
,
",,
,"Alicia Keys,50 Cent,New Day", New Day,"Oh, oh, hey hey,New day, oh, oh, hey hey,Ow!,Party people say, party people say:,""Aye, it’s a new day, it's a new day."",While they getting ready, everybody ready, yeah!,For a new day, for a new day,Celebrate and say, aye, aye, aye, aye,It's alright to feel however you want to,There's no limitation, no,Fill up your life, let me see your hands up one time,We celebrate mine, 'cause I ain't gonna get no more,So we can do this all night,One time, everybody say ay ay oh,There's a feeling that I got that I can't give up,Feeling in my heart that I can't get over,I know that it's coming like the sun come up,Tell me do you feel like say, everybody say,Party people say, party people say:,""Aye, it’s a new day, it's a new day."",While they getting ready, everybody ready, yeah!,For a new day, for a new day,Celebrate and say, aye, aye, aye, aye,Take a look in my eyes, can't you see I'm ready?,Come along, let's get it, eh,If you wanna touch the sky, hands in the air one time,All night, no doubt it,Imma live it loud like there's only one life,Have to live it up, one life, have to live it up,There's a feeling that I got that I can't give up,Feeling in my heart that I can't get over,I know that it's coming like the sun come up,Tell me do you feel like say, everybody say,Party people say, party people say:,""Aye, it’s a new day, it's a new day."",While they getting ready, everybody ready, yeah!,For a new day, for a new day,Celebrate and say, aye, aye, aye, aye,Eyes on the wall,It's now or never at all,I'm gonna give it my all,Whether I rise or fall,I’m gonna give it my all,Party people say, Party people say:,""Aye, it’s a new day, it's a new day."",While they getting ready, everybody ready, yeah!,For a new day, for a new day,Celebrate and say...,Celebrate and say...,Celebrate and say...,Celebrate and say...
,
,
",,
,Alicia Keys, Listen To Your Heart,"He says,""Have no fear,open up,Let me in"",He says,""Take a chance,Here's your song,Time to dance"",What you're gonna do when it comes for you?,Listen to my heart,Oh, You gotta listen to your heart,Listen to your heart,Oh, Why don't you listen to your heart?,He says,""Here's your sky,Don't look down,We can fly"",You said,""You're a little bit scared,Just hold on,We're almost there"",What you're gonna do when it comes for you?,Listen to my heart,Oh, You gotta listen to your heart,Listen to your heart,Oh, Why don't you listen to your heart?,You never know until you try,Why so scared when hearts don't lie?,Turn off the world and close your eyes,Lose yourself and listen to your heart,Oh, Why don't you listen to your heart?,Listen to your heart,Oh, Why don't you listen to your heart?,Hey,You know what to do when it comes for you,Hey,You gotta listen baby,Aha, You gotta listen to it,I'll get you hear it,You gotta listen baby,Mmm
,
,
",,
,Alicia Keys, When It's All Over,"And it feels so good,Don't you feel so good?,Talk to me,Hey, I never been this good, not ever, not ever,Never seen this part of me,I know that nothing last forever, however,Oh, I'm not worried about tomorrow,Cause tomorrow may not come,And where my heart take me I follow, you gotta follow,When they lay me down, put my soul to rest,When they ask me how I spent my life,At least I got to love you, when it's all over,When it's all said and done, when it's all over,At least I got to love you, at least I got to love you,Hey, ask when I wanna leave,A lifelong legacy, me loving you and you loving me,Oh, I'm not worried about tomorrow, tomorrow,All I know, all the time we have is borrowed, I feel no sorrow,When they lay me down, put my soul to rest,When they ask me how I spent my life,At least I got to love you, when it's all over,When it's all said and done, when it's all over,At least I got to love you, at least I got to love you,Everybody say hey hey hey hey...,If I do nothing else, oh,If I do nothing else, oh,At least I got to love you, oh yeah,At least I got to love you, tell 'em baby,If I do nothing else, oh,Don't gotta do nothing else, oh oh,At least I got to love you, hey,At least I got to love you,Everybody say hey hey hey hey...,Everybody say hey hey hey hey...,Say mommy, (mommy),Say I love you (Love you),(Bye bye) Bye bye, you're ready,Can you say aye, (aye yo),How about aye aye aye aye (aye aye aye),Good boy, what's your name, (CK),Hahaha, but what's your name? (Egypt),Aww man, I love you!,(I love you, bye bye)
,
,
",,
