album,singer,song,lyric,written_by,genre
,Sandra Mihanovich, Creciendo,"Equivocaciones siempre vanas,ilusiones que se pierden,tristezas y remembranzas,de una vida como tantas.,Caminos y calles tenues,con mentiras de otros tiempos,sensaciones que se mueren,cuando cae tu amor naciente.,Y creando mil palabras,muchas veces se siente,,las ideas van cambiando,a medida que se crece.,Y los años nos pasaron,como pasan las mañanas,cada día que se gasta,se me olvida en la garganta.,Y creando mil palabras,muchas veces se siente,las ideas van cambiando,a medida que se crece.,En las voces como suenen,se escucharán mas calladas,aquellas palabras tristes,que dice, a veces, la suerte.
,
,
",,
,Sandra Mihanovich, Sin Tu Amor,"Si yo pudiera retener esa mirada,si yo pudiera regresar el tiempo atrás,diría con el alma,que aquí vive el sentimiento,que nos une para siempre,que no es algo de repente,Si yo pudiera confesar cuanto te extraño,si soy la misma que te dio su corazón,no quiero acostumbrarme,a vivir este destino sin tu amor,Sin tu amor ya no sonríen las mañanas,sin tu amor no sé por dónde sale el sol,y las noches se hacen mucho más lejanas,sin tu amor,Si yo pudiera te diría tantas cosas,después de todos los silencios que perdí,yo no he cambiado tanto,y mis sueños aún esperan por tu amor,Sin tu amor soy un manojo de recuerdos,soy la sombra de lo que algún día fui,sin tu amor la habitación es un exilio,de ilusiones para ti,sin tu amor, sin tu amor, sin tu amor
,
,
",,
,Sandra Mihanovich, Me Contaron Que Bajo El Asfalto,"ME CONTARON QUE BAJO EL ASFALTO,(J. Teszkiewicz -H. Fontova),Estribillo I,Me contaron que bajo el asfalto,Existe un mundo distinto,Con gente que nunca vio el sol,Y no conoce los ruidos. ,Que hay un pibe complemente negro,Que se la pasa pintando,Y no conoce los colores,Pinta azules inventados. ,En la esquina de mi casa,Broto un río de tinta,Con gente igual a la gente,Pero un poco distinta. ,Estribillo I,Estribillo II,Tienen un rey celeste,Que en el fondo a nadie asusta,No puede mandar a nadie,Sólo es rey porque le gusta. ,Estribillo I
,
,
",,
,Sandra Mihanovich, Te Quiero,"Si te quiero es por que sos,Mi amor, mi cómplice y todo,Y en la calle codo a codo,Somos mucho más que dos,,Somos mucho más que dos.,Tus manos son mi caricia,Mis acordes cotidianos.,Te quiera por que tus manos,Trabajan por la justicia.,Si te quiero es por que sos,Mi amor, mi cómplice y todo,Y en la calle codo a codo,Somos mucho más que dos,,Somos mucho más que dos.,Tus ojos son mi conjuro,Contra la mala jornada.,Te quiero por tu mirada,Que mira y siembra justicia,,Tu boca que es tuya y mía,,Tu boca no se equivoca.,Te quiero por que tu boca,Sabe gritar rebeldía.,Si te quiero es por que sos,Mi amor, mi cómplice y todo,Y en la calle codo a codo,Somos mucho más que dos,,Somos mucho más que dos.,Y por tu rostro sincero,Y tu paso vagabundo,,Y tu llanto por el mundo,Porque sos pueblo te quiero.,Y por que el amor no es aureola,Ni cándida moraleja.,Y por que somos pareja,Que sabe que no está sola.,Te quiero en mi paraíso,Es decir que en mi país,La gente viva feliz,Aunque no tenga permiso,Si te quiero es por que sos,Mi amor, mi cómplice y todo,Y en la calle codo a codo,Somos mucho más que dos,,Somos mucho más que dos.
,
,
",,
,Shannon Curfman, Fast Lane Addiction,"Burning out at the speed of sound,With the throttle down on a midnight drive,Blurring lines, missing all the signs,Running out of time, trying to stay alive,There's a light ahead and it's turning red,Got the cry of death screaming in my head,I should take it slow, I should get control,But I just can't stop,CHORUS:,I get high on the danger,I get off on the speed,But this fast lane addiction,I believe that it's killing me,It's tearing me down,Like some deadly disease,This fast lane addiction,I believe that it's killing me,It's pouring now, feel it coming down,Think I'm gonna drown in this life I'm leading,Another day try to kill the pain,But it's all in vain, can't stop this feeling,Better hold on tight, it's a crazy ride,If you wanna fly with me tonight,Sanity keeps calling me,But I just can't stop,CHORUS,Driving a hole through my soul,Spinning out of control,Getting high, passing by all the dreams that I told,And I'm dying inside from this lie that I'm living,Oh yeah,CHORUS,Killing me,Killing me
,
,
",,
,Sandra Mihanovich,Ahora Tengo Que Pensar Un Poco En Mí,"Ahora tengo que pensar un poco en mí,necesito sentir lo que un día sentí,tengo miedo de volverme a equivocar.,Solo quiero que me digas la verdad,aún necesito soñar, aún necesito cantar.,Quiero todo como la primera vez,quiero creerte como la primera vez.,He dejado tantas cosas por dudar,,he olvidado hasta de amar,,tanto he perdido.,He tratado de alejar mi soledad,he buscado libertad y no he podido.,Quiero sentir que estoy viva,quiero volver a empezar,quiero poder amar, sentir y respirar,como la primera vez.,Ahora quiero hablarle a mi alma una vez más,quiero poder ser igual a los demás,quiero darle algún amigo esta canción,,saber si mi corazón ha comprendido.,A pesar de todo puedo agradecer,aún puedo sentirme bien por que estoy viva,Quiero sentir que estoy viva,quiero volver a empezar,quiero poder amar, sentir y respirar,como la primera vez.
,
,
",,
,Seth Walker, Something Fast,"It's been a long day without you, my friend,And I'll tell you all about it when I see you again,We've come a long way from where we began,Oh, I'll tell you all about it when I see you again,When I see you again,(Hey),Damn, who knew?,All the planes we flew,Good things we've been through,That I'll be standing right here talking to you,'Bout another path,I know we loved to hit the road and laugh,But something told me that it wouldn't last,Had to switch up,Look at things different, see the bigger picture,Those were the days,Hard work forever pays,Now I see you win the better place (see you win the,Better place),Uh,How can we not talk about family when family's all,That we got?,Everything I went through you were standing there,By my side,And now you gon' be with me for the last ride,It's been a long day without you, my friend,And I'll tell you all about it when I see you again (I,See you again),We've come a long way (yeah, we came a long way),From where we began (you know we started),Oh, I'll tell you all about it when I'll see you again,(let me tell you),When I'll see you again,(Aah oh, aah oh,Wooooh-oh-oh-oh-oh-oh),(Yeah),First you both go out your way,And the vibe is feeling strong,And what's small turn to a friendship,A friendship turn to a bond,And that bond will never be broken,The love will never get lost (and the love will never,Get lost),And when brotherhood come first,Then the line will never be crossed,Established it on our own,When that line had to be drawn,And that line is what we reach,So remember me when I'm gone (remember me when,I'm gone),How can we not talk about family when family's all,That we got?,Everything I went through you were standing there,By my side,And now you gon' be with me for the last ride,So let the light guide your way, yeah,Hold every memory as you go,And every road you take, will always lead you home,,Ooh ooo oh,It's been a long day without you, my friend,And I'll tell you all about it when I see you again,We've come a long way from where we began,Oh, I'll tell you all about it when I see you again,When I see you again,(Aah oh),(Uh),(Aah oh),(Yeah),(Wooooh-oh-oh-oh-oh-oh),(Ya, ya),When I see you again,(Uh),See you again,(Wooooh-oh-oh-oh-oh-oh),(Yeah, yeah, uha),When I see you again
,
,
",,
,Seth Walker, Lately I've Let Things Slide,"With a growing sense of dread,And a hammer in my head,[Incomprehensible],I wake up to the world,That lately I've been livin' in,There's a cut up on my brow,Must have banged myself somehow,But I can't remember now,And the front door's open wide,Lately I've let things slide,And I go to the bin,And I throw the laundry in,Dig out the cleanest shirt,And I tell myself again,That I don't really hurt,Smoking, I once quit,Now I got one lit,I just fell back into it,And along with my pride,Lately I've let things slide,Oh, and I go to the bin,I throw the laundry in,Dig out the cleanest shirt,When all that once I've ceased again,By exquisiter,That untouched take away,I brought home the other day,Has piled up to see,The evidence is clear,Piled up high and wide,About how lately I let things slide,And I'm just about holdin' on,But lately I've let things slide
,
,
",,
,Sandra Mihanovich, Como El Juez A La Verdad,"Tengo los ojos vencidos,de andar tanta noche, tanta soledad,y si imagino tu cuerpo,mis cinco sentidos se despertaran.,Como pasó tanto tiempo,tanta primavera sin ninguna flor,v si mañana te encuentro,te abrazo v te cuento mi historia mejor.,Te necesito como el juez a la verdad,te necesito sin perdón sin vanidad,te necesito sin temor sin vacilar,te necesito, singular.,Vengo con tanta nostalgia,de un país lejano que ya quedo atrás:,traigo tan pocas palabras,que apenas me sirven para recordar.,Tengo una aguja y un hilo,cociendo caminos que vienen van,pero la vida me dice,que cierre las puertas este es mi lugar.
,
,
",,
,Seth Walker, Memory Pain,"Serve me right to suffer,Serve me right to be alone,Yeah, serve me right to suffer,Serve me right to be alone,I'm still livin' with the memory,Of the day that's passed and gone,Every time I see a woman,It makes me think about mine,Every time I see a woman,Makes me think of mine,And the way she used to treat me,[Incomprehensible] just can't keep from cryin',When I come home in the evenin',That woman would be gone,When I come home in the evenin',That woman would be gone,And when I get up in the mornin',Lord, she'd just be comin' home,I don't see well and I'm absent minded,Hardly sleep at all,My past put me on a habit,With nicotine and alcohol,Serve me right to suffer,Serve me right to be alone,'Cause I'm livin' with the memory,Of a day that's passed and gone
,
,
",,
,Seth Walker, I Don't Dance,"She's got a way, she's got a walk,A kind of swing that can't be tall,And I'm sold, yeah baby, I'm sold,She's got rhythm, she's got rhyme,Slippin' in right on time,Got me movin', I want to move on in,But there's only one way,I'm ever goin' to get a chance,She's makin' me dance,And I don't dance,She's got [Incomprehensible], she's got style,She pulls me in with just a smile,And I'm a puppet, a puppet on a string,She takes my hand and hits the floor,I want to quit but she begs for more,And I'm willin', willin' to be her clown,Yes, I am,'Cause there's only one way,I'm ever goin' to get a chance,She's makin' me dance,And I don't dance,Helpless and hopeless,I can barely stand,[Incomprehensible],But only got one chance,One chance,She's makin' me dance,And I don't dance,I do the push, the mashed potatoes,I try to shag the alligator,The two step, the jitterbug,I never been known to hurt a rug,But there's only one way,I'm ever goin' to get a chance,She's makin' me dance,And I don't dance,She's makin' me dance now,Oh, she's makin' me, makin' me,Makin' me dance,And I don't dance,I don't dance,She's makin' me dance,And I don't dance,Oh, she's makin' me,Makin' me dance,And I don't dance
,
,
",,
,Seth Walker, Dig A Little Deeper,"She said, you need to work on yourself,If you want this thing to work,But there's a few dark places in your soul,You might need to search,But that's what got me started thinkin',About the late night sprawlin' and drinkin',Just need to bring a few things to light,If I'm gonna make this right,I've got to dig a little deeper,To get me out of the hole that I'm in,I've got to look a little further,Into the man that I have been,I've got to take it way, way down,And turn over a lot of new ground,Dig a little deeper,Get out of this hole I'm in,The more I look the more I knew,How much of me was covered up,Been livin' underground so long,Couldn't see the light above,I knew the very best place to start,Was right here in my doubtful eyes,Yes, I know that I can do it,Just got to put my back into it,And dig a little deeper,To get me out of the hole that I'm in,I've got to look a little further,Into the man that I have been,I've got to take it way, way down,And turn over a lot of new ground,I've got to dig a little deeper,To get out of this hole that I'm in,I've got to dig a little deeper,Get out of this hole that I'm in,I've got to look a little further,Into the man that I have been,I've got to take it way, way down,And turn over a lot of new ground,I've got to dig a little deeper,Dig a little bit deeper,Dig a little deeper,To get out of this hole that I'm in,Got to dig, got to dig myself out,Just a little bit
,
,
",,
,Seth Walker, Leap Of Faith,"After my baby quit me,I wouldn't even go outside,When my friends tried to fix me up,I get up underneath the bed and hide,I knew I was never goin' to change my luck,Till I got my courage up enough to try,And when I wither and spread my wings,I found out I could fly,'Cause sometimes all it takes,Is a leap of faith, yes, it does,Sometimes all it takes,Is a leap of faith,I had no way of knowin',What would come from my first kiss,It scares me now just to think about,All the good love I might have missed,Now, I was just tryin' to find some help,Tryin' to see myself as a survivor,I had to rise on up from the ashes of love,And jump back into the fire,'Cause sometimes all it takes,Is a leap of faith,Sometimes all it takes,Is a leap of faith,Sometimes you got to believe,Before you see the fruit,You can wait a lifetime,For a moment of truth,'Cause sometimes all it takes,Is a leap of faith,Sometimes you got to believe,Before you see the fruit,You can wait a lifetime,For a moment of truth,Sometimes all it takes,Sometimes all it takes,Sometimes all it takes,Is a leap of faith,Oh, you gotta believe it,Sometimes, sometimes,That's all it takes,Sometimes all it takes,Sometimes all it takes,Sometimes all it takes,Umm, you gotta believe,Have a little faith,Sometimes, that's all it takes,Sometimes, that's all it takes
,
,
",,
,Sarah Vaughan, I Remember You,"Was it in Tahiti?,Were we on the Nile?,Long, long ago,,Say an hour or so,I recall that I saw your smile.,I remember you,,You're the one who made,My dreams come true,A few kisses ago.,I remember you, ,You're the one who said,""I love you, too,"" I do.,Didn't you know?,I remember, too, ,A distant bell,,And stars that fell like rain,Out of the blue.,When my life is through,,And the angels ask me to recall,The thrill of them all,,Then I shall tell them,I remember you.
,
,
",,
,Seasick Steve, Hope,"Hope, hope,Everybody needs a little bit of that,Old fashion hope,Strength, strength,Everybody needs a little bit of that,Old fashion strength,Friendship, friendship,Everybody need a little bit of that,Old fashion friendship,Love, love,Everybody need a little bit of that,Old fashion love,Cookin', cookin',Everybody need a little bit of that,Old fashion cookin',Moon, moon,Everybody need a little bit of that,Old fashion moon-,Shine,Hope, hope,Everybody need a little bit of that,Old fashion hope
,
,
",,
,Seasick Steve, Home,"I got two old tractors,Yellow and green,They still is pullin',Y'know what I mean,One is a Diesel,The other is a gas,And they ain't built for comfort,They gon' kick your ass,Gonna take me,Home, home, home  (x2),Now had me this ol' dog,But now he's gone,Sure do miss him,Wish he was around,Like to get another one,Maybe someday I will,But now I got this job,I'm gonna pay my bills,Gonna take me,Home, home, home  (x2),I got a 51 Chevy,All full of rust,It one of them,For get-there-or-bust,Sometimes I think about,Gettin' somethin' new,But I'm gonna leave that one for you,Gonna take me,Home, home, home  (x4)
,
,
",,
,Seasick Steve, Freedom Road,"Ah well I'm on my own,And it ain't so bad,I'm goin' down that highway,I'm gonna lose my sad,He been followin' me,Eleven months or more,Well I paid my debt,They finally let me out the door,That's what I'm talkin' about,Ah well I'm walkin' free,Go where I wanna go,Some of you might understand me,If you been there before,Freedom just so fine,But we take it for granted,But when you done a little time,You be glad to have it,I walk the freedom road (x4),You don't need to do wrong,To know what I mean,Now you've heard my song,I believe you've seen,Freedom just so fine,So don't take it for granted,You don't need to do time,To be glad you have it,We walk the freedom road,We walk the freedom road,We love that freedom road,We walk the freedom,I walk the freedom road,I walk the freedom road,I walk the freedom road,Down the road I go,Down the freedom road,(x3),I walk the freedom road,Down the road I go,Down the freedom road,(x3)
,
,
",,
,Seth Walker, In The Dark,"If you know how this works,Won't you tell me please?,If you know how this thing works,Won't you tell me please?,Been in the dark for so long,I can hardly see,If you shed a little light,How grateful I would be,If you shed a little light on me,How grateful I would be,Been in the dark for so long,I can hardly see,When a woman says she loves you,That should be all you need,When a woman says she loves you,That should be all you need,Been in the dark for so long,The truth is hard to see,Hard to see,The truth is hard to see,Been in the dark for so long,Can hardly see,Can hardly see,Somebody help me
,
,
",,
,Seasick Steve, Purple Shadows,"Them purple shadows,Fall across,And they soften,Everything they touch,And they give me,A place to hide,And the moonlight,All around,Surely gonna wash,These troubles down,And cool the awful burningness,Of love,I'm talkin' 'bout the burningness,Yeah, the burningness,Oh, the burningness,Yeah, the burningness,We will cool down,The awful burningness,Of love,I hear your echo,On the run,Them damn tears,They start to come,And they will dry me up,And I'll simply,Blow away,But while I'm blowin',In the wind,Surely gonna feel again,Your soft skin,And remember,The awful burningness,Of love,I'm talkin' 'bout the burningness,Yeah, the burningness,Oh, the burningness,Yeah, the burningness,We will cool down,The awful burningness,Of love,And the moonlight,All around,Surely gonna wash,These troubles down,And cool the awful burningness,Of love,I'm talkin' 'bout the burningness,Yeah, the burningness,Oh, the burningness,Yeah, the burningness,We will cool down,The awful burningness,Of love,We will cool down,The awful burningness,Of love
,
,
",,
,Seasick Steve, The Way I Do,"I'm a hound dog for your love, babe,Can I call you Long Tall Sally?,Though I guess that ain't your name,But you long and tall,That for sure, ah anyway,Yeah I like it like that,Still water run so deep,Your secret I'm gonna keep,But I guess I'll never ever ever,Really know you,So I'll keep on lovin' you,The way I do,Yeah, the way I do,The way I do,Oh the way I do,Well, alright,Still water run so deep,Your secret I'm gonna keep,I guess I'll never ever ever,Really know you,So I'll keep on lovin' you,The way I do,Yeah, the way I do
,
,
",,
,Seth Walker, Rewind,"Imagine that night,Oh, not so long ago,Imagine there was never a fight,Just a feelin' that we both know,There was a time, so fine,There was no doubt,You were mine,Wish I could rewind,Lovin' in rewind,To try to get back to where we were,Lovin' in rewind,Before all those foolish words,And I know there's nothin',Up ahead for me,It is what I had with you,Lovin' in rewind,It's all I look forward to,All I look forward to,So don't look back,We'll make it better than before,Yeah, contract,Well, I know we'll find so much more,Do you remember a love so tender,But it's time we won't let it in,Never again,Lovin' in rewind,To try to get back to where we were,Lovin' in rewind,Before all those foolish words,And I know there's nothin',Up ahead for me,It is what I had with you,Lovin' in rewind,It's all I look forward to,It's all I look forward to,And I know there's nothin',Up ahead for me,'Cause it's what I had with you,Lovin' in rewind,Lovin' in rewind,Lovin' in rewind,Is all I look forward to,All I look forward to,I would be so glad,To have what we had all over again,[Incomprehensible],Even better baby, hmm,Oh, start all over again,Just bring it all back to me, darlin',Just bring it all back,One more time,Just one more time
,
,
",,
,Seth Walker, Can't Come With You,"Doctor, doctor said, get on my feet,Doctor, doctor said, get on my feet,But it's these lonely nights,That's what's savin' me,Listen here doc, what do you know,Listen here doc, what do you really know,I'm goin' out dancin',And [Incomprehensible] boots on the floor,Can't come with you, baby, when you go,Can't come with you, don't you know,I still want you, need you so,Can't come with you, baby, when you go,And here I come knockin' at your door,I open my window, sun came out today,Open my window, sun came out today,Gonna give you the lovin',That makes you wanna stay,Can't come with you, baby, when you go,Can't come with you, don't you know,I still want you, need you so,Can't come with you, baby, when you go,And here I come knockin' at your door,And when you're gone, I don't feel at home,Baby, when you're gone, I don't feel at home,You got the kind of lovin',That I can't leave alone,Can't come with you, baby, when you go,Can't come with you, don't you know,I still want you, need you so,Can't come with you, baby, when you go,And here I come knockin' at your door,Here I come knockin' at your door,Said, here I come,Oh yeah
,
,
",,
,Seasick Steve, Self Sufficient Man,"I'm a self sufficient man,I take care of my own needs,I'm a self sufficient man,I take care of my own needs,I don't need you or your friends,I ain't no dog you can lead,Been takin' care of myself,Since I wes 13 years old,Been takin' care of myself,Since I wes 13 years old,That book ain't been wrote,That my story it could hold,While you been home safe and sound,I been wanderin' the world around,I seen and done more things,Than you could imagine,In your wildest dreams,So don't you point your finger at me,In your ignorant disbelief,I'm the original man of the world,And I'm comin' down your street,Better watch out for me,Yeah you better watch out for me,You got somethin' to say to me,Say it to my face next time we meet,You got somethin' to say to me,Say it to my face next time we meet,While you been home safe and sound,I been wanderin' the world around,I seen and done more things,Than you could imagine,In your wildest dreams,So don't you point your finger at me,In your ignorant disbelief,I'm the original man of the world,And I'm comin' down your street,Better watch out for me,Yeah you better watch out for me,You got somethin' to say to me,Say it to my face next time we meet,You got somethin' to say to me,Say it to my face next time we meet,You got somethin' to say to me,Say it to my face,Say it to my face,Say it to my face,Say it to my face next time we meet
,
,
",,
,Seasick Steve, Over You,"It's all over now, baby,Yes, I'm done done done done done,My heart's grown cold now, baby,Cold like this frozen ol' ground,I'm over you,I'm over you,You might raise a spirit form the grave,But I'm gonna tell ya,There's nothin' here left to save,And all them autumn leaves,Never go back on them trees,I'm over you,I'm over you,I'm over you,I'm over you,All the king's horses,And all the king's men,Can't put a broken love,Back together again,I'm over you,I'm over you,I'm over you,I'm over you,You might raise a spirit form the grave,But I'm gonna tell ya,There's nothin' here left to save,And all them autumn leaves,Never go back on them trees
,
,
",,
,Seasick Steve, Down on the Farm,"I like big ol' farm tractors,And big ol' farm implements,And things that dig up lots of dirt,And go real loud like they was meant to,Like they was meant to,I like lookin' at a field,That's just been cut,And lookin' at the pigs,When they do the rut,I love the way hay smells,When it's stacked in a barn,These just a few things gonna find on a farm,Yeah, down on the farm,Yeah, down on the farm,I love the way farm supply stores smell,A mix of seed, workin' clothes,And oil and more,You can get a new shovel,Get a new rake,Get your chainsaw sharpened,But you might have to wait,They got coffee,Yeah, they got coffee, mate,Yeah, they got coffee, mate,Down on the farm (x4),I think I'll go out and wash,My old John Deere,But hang on just a minute,What's that I hear,My friend Dan playin' drums in the barn,I guess we gonna rock and roll,Yeah, down on the farm,Yeah, down on the farm,Down on the farm (x4)
,
,
",,
,Seth Walker, Lay Down (River Of Faith),"Lay down my soul for Thee,My soul for Thee,I got to lay down,[Incomprehensible],Through heavens gate,Through heavens gate,I got to lay down,And I am washin' off my hands,In the sanctified waters,Washin' off my hands today,I am washin' off my hands,In the sanctified waters,Washin' off my hands,In the river of faith,The darkness, it came over me,It came over me,I got to lay down,The devil, he put the tempt in me,He put the tempt in me,And I got to lay this all down,I am washin' off my hands,In the sanctified waters,Washin' off my hands today,I am washin' off my hands,In the sanctified waters,Washin' off my hands,In the river of faith,It's so weary inside of me, inside,And I got to lay it all down,Some worship a higher love, a higher love,And I got to lay all this down,And I am washin' off my hands,In the sanctified waters,Washin' off my hands today,I am washin' off my hands,In the sanctified waters,Washin' off my hands,In the river of faith,River of faith,The river of faith,Washin' off my hands,River of faith
,
,
",,
,Seasick Steve, Heavy Weight,"I been walkin' through a troubled time,Seems too many things on my mind,And that weight is a-heavy,That weight's so heavy,Sometimes you just can't make it on your own,And you just can't seem to find,Your way back home,And that weight is a-heavy,That weight is so heavy,So hey won't you easy my,Hey won't you ease my mind,Sometimes you need a friend,There at beginning,And there at the end,With the weight they gonna help you carry,With that weight they gonna help you carry,So hey won't you ease my,Hey won't you ease my mind,Hey won't you ease my,Hey won't you ease my mind,Yeah sometimes it's tough bein' on your own,You got no one to lean on,You know what I'm sayin',To turn to,Hey won't you ease my,Hey won't you ease my mind,Sometimes you need a friend,There at beginnings,And there at the end,That weight they gonna help you carry,That weight they gonna help you carry,Hey won't you ease my, hey won't you ease my (x4),Mind
,
,
",,
,Seasick Steve, Days Gone,"Yes sir, alright,Yes sir, well,Oh, where have my days gone,I know that I'm getting old,But my spirit's still strong,There are days I rise in fear,But I must carry on,Oh Lord, where have my days gone,Get up, yes,Stand up, Lord,Oh my children you are not immune,Enjoy yourself 'cause your day comin' soon,Don't waste your time worryin' about,Things you cannot change,Life's to be lived,Not to arrange,Get up, ok,Stand up, well,That's alright,That's all good,Yes sir, alright,Yes ma'am, what?,Oh, where have my days gone,I know that I'm getting old,But my spirit's still strong,There are days I rise in fear,But I must carry on,Oh Lord, where have my days gone,Yes sir, alright,yes ma'am, alright
,
,
",,
,Seasick Steve, It's a Long Long Way,"It's a long long way cause i been there before,It's long long way and i been there before.,You probably won't take no advice from me,I never took none myself you see,It's just when you get older,You'd like to pass some on,,But nobody is listening.,And it's long long way cause i been there before,It's a long long way and i been there before.,Why do we make the same mistakes,Year after year tear after tear,Just when we've learned a lesson or two,,It's the time when our life's almost through.,And it's a long long way cause i been there before,It's a long long way and i been there before.,I ain't trying to be no saint, shoot i ain't even often right,But i'm still here fighting that good old fight,So the only thing i'm saying, don't give up on your dreams,Or they will give up on you.,And it's a long long way cause i been there before,It's a long long way and i been there before,Thanks for taking time to listen to an old man,Your time is a valuable thing,And i ain't trying to preach, i'm only passing by,And i hope you like the song that i sing.,And it's long long way cause i been there before,It's a long long way and been there before,And it's long long way cause i been there before,And i don't think i'm going there no more.
,
,
",,
,Seasick Steve, Party,"When I'm alone in the dark night,I think of them that's passed by,They say to me, ""Boy don't you worry,"",""We gonna see you when the time is right"",We gonna have a party,We gonna have a show,And we gonna drink forevermore,And when I find all my old friends,Well we're gonna play,'Til the cows come home,And there gonna be women,Lined up in a row,And they're gonna be beautiful,And ready to go,And they're gonna love me,And all my friends,And we're gonna have a party,Oh don't you know,Y'know what I'm talkin' about,Here it come,Well I think this life's,Higly overrated,And I'm getting ready,Take my rest you see,And when I find all my lost friends,Yeah we're gonna share them memories,And we're gonna have a party,We gonna have a show,And we're gonna drink forevermore,And when I find all my lost friends,Yeah we're gonna play,'Til the cows come home,And there gonna be women,Lined up in a row,And they're gonna be beautiful,And ready to go,And they're gonna love me,And all my friends,And we're gonna have a party,Oh don't you know
,
,
",,
,Seasick Steve, Underneath a Blue and Cloudless Sky,"Waited so long just to find you,Feel like I've wasted half of my life,I might've wasted one head,But I won't waste the other out right,Won't be no bed of roses but there be a bed,Won't be no fancy wedding,But you'll get wed,Underneath a blue, cloudless sky,Take each other for better or for worse,I love you so much, it hurts,I'll be there when your hair turn gray,I'll be there when your hair turn gray,Won't be no bed of roses but there be a bed,Won't be no fancy wedding,But you'll get wed,Underneath a blue and cloudless sky,Take each other for better or for worse,I love you so much, it hurts,I'll be there when your hair turn gray,Take each other for better or for worse,I love you so much, it hurts,I'll be there when your hair turn gray,I'll be there when your hair turn gray,I'll be there when your hair turn gray
,
,
",,
,Seasick Steve, Don't Know Why She Love Me But She Do,"One, two, three,I don't know why she love me like she do,She's full of lightning through and through,She's my gold mine, she's my diamond mine,She's my buried treasure, lord, it's true,I don't know why she love me like she do,She's drop dead beautiful,Smart as a whip when she's in school,All the boys love her, yeah, it's true,I don't know why she love me but she do,I don't know why she love me but it's true,She's drop dead beautiful,Smart as a whip when she's in school,All the boys love her, yeah, it's true,I don't know why she love me but she do,I don't know why she love me but she do,I don't know why she love me but it's true,I don't know why she love me but she do,I don't know why she love me but she do,I don't know why she love me like she do,I don't know why she love me but it's true,I don't know why she love me like she do
,
,
",,
,Seasick Steve, What a Way to Go,"What a way to go,What a way to go,What a way to go,What a way to go,Twenty five years working for the state,Saved all your money, got a good rate,Always thinking 'bout that pension plan,The day of retirement, the promised land, well,Got a finish off that swimming pool,Get some umbrellas, don't wanna be cool,Remember to take them fishing trips,You never had time for, this is it,The day of retirement have finally come,Get a gold watch and your work is done,One month later your heart give out,What was all that planning about?,What a way to go,What a way to go,What a way to go,What a way to go,Well, they finally lay you in the ground,Your wife and the children standing around,Now they got that pension plan,Rather have you, don't you know it, man,What a way to go,What a way to go,What a way to go,What a way to go,What a way to go,What a way to go,What a way to go,What a way to go
,
,
",,
,Seasick Steve, Keep On Keepin' On,"The Thing I'm tryin' to do,The thing I believe in y'all,It's a struggle every day,But I'm gonna keep on,Keep on keepin' on,Tryin' to make stand,In this world all my life,Never gonna stop fightin' that fight,And at least they can say,When I'm dead and gone,He never gaved up,He keeped on keepin' on,Hey, hey, hey, hey,It's righteous,Hey, hey, hey, hey,Hey, hey, hey, hey,So standard,Hey, hey, hey, hey,It's hard to be different,In this world of clones,But I feel this music,Down in my bown,If the radio don't like it,I can live with that,I got my true fans,And that's a fact,At least they can say,When I'm dead and gone,He never gaved up,He keeped on keepin' on,Hey, hey, hey, hey,It's righteous,Hey, hey, hey, hey,Keep on keepin' on,Hey, hey, hey, hey,So standard,Hey, hey, hey, hey,Keep on keepin' on,Keep on (x4),It might not mean much right now,But in the end it's the only thing,That matters somehow,So wave your flag,Keep your head up high,Now's your time,To do or die,And if they say no,You say why,Don't let your life,Pass you by,At least they can say,When you're dead and gone,You never gaved up,You keeped on keepin' on,Hey, hey, hey, hey,It's righteous,Hey, hey, hey, hey,Keep on keepin' on,Hey, hey, hey, hey,So standard,Hey, hey, hey, hey,Keep on keepin' on,Keep on (x15),Keep on keepin' on (x4)
,
,
",,
,Seasick Steve, Back in the Doghouse,"With things alright for a little while,But then the story of my life,Was gonna wipe that smile,You heard the born of a bad sign,And a baba black sheep,With me in trouble,I always think that was me,Back in the doghouse,What did I do wrong?,Back in the doghouse,And I'm singing this song, well,Song of the last minute,But is the doghouse a place?,Yeah, it's more like you said,That you gotta face,When you find the doghouse,Dog, you ain't know,'Cause there ain't no escape,And there's nowhere to go,Back in the doghouse,What did I do wrong?,Back in the doghouse,And I'm singing this song, well,Yeah, back in the doghouse,What did I do wrong?,Yeah, back in the doghouse,And I'm singing this song,Yeah, back in the doghouse,What did I do wrong?,Yes, I'm back in the doghouse,And I'm singing this song,Back in the doghouse,Lordy
,
,
",,
